Date,Open,High,Low,Close,Volume,RSI14,Tenkan,Kijun,SenkouA,SenkouB
2025-03-03,138.17,140.84,138.01,140.22,7589766.0,81.83954238520629,135.42000000000002,131.51,,
2025-03-04,141.0,141.23,137.53,137.58,8356486.0,70.63285580855008,136.29,133.352,,
2025-03-05,136.895,138.5,136.035,137.71,8156686.0,70.84457368948057,136.82,133.6166,,
2025-03-06,137.06,137.715,133.4575,135.08,9184176.0,61.22756725734818,137.34375,133.6166,,
2025-03-07,134.505,137.48,133.955,137.14,8255101.0,65.21111461819673,137.34375,133.6166,,
2025-03-10,136.43,139.15,136.43,137.36,7027987.0,65.61739500321241,137.34375,133.6166,,
2025-03-11,137.06,137.06,132.31,132.66,9313590.0,51.7207486889194,136.76999999999998,133.6166,,
2025-03-12,132.29,132.61,129.44,130.28,6770980.0,46.36583044574285,135.33499999999998,133.6166,,
2025-03-13,130.085,130.8499,129.0,129.89,9012854.0,45.53388456224359,135.115,134.64999999999998,,
2025-03-14,125.0,128.49,124.5,126.71,9537887.0,39.33611165978975,132.865,132.865,,
2025-03-17,126.71,127.87,126.2,127.64,6663101.0,41.82979917937693,131.825,132.865,,
2025-03-18,127.95,128.619,124.9,126.3,7959839.0,39.321667965858325,131.825,132.865,,
2025-03-19,126.33,127.78,125.775,127.42,5098556.0,42.428853995828966,131.825,132.865,,
2025-03-20,127.33,127.76,126.38,126.78,5158504.0,41.13266854560763,131.825,132.865,,
2025-03-21,126.33,126.81,125.49,126.34,8857060.0,40.22288834766153,130.78,132.865,,
2025-03-24,127.205,127.835,126.6,127.21,5283077.0,42.911626579313534,128.555,132.865,,
2025-03-25,127.68,128.79,124.5,125.6,6726864.0,39.38144868828465,127.67495,132.865,,
2025-03-26,125.84,127.34,125.1255,126.61,6053685.0,42.57311203978293,126.645,132.865,126.0575,
2025-03-27,127.17,131.93,126.656,131.35,8441445.0,54.64287395749581,128.215,132.865,126.0575,
2025-03-28,131.255,133.46,130.75,130.82,6708581.0,53.294083057180075,128.98000000000002,132.865,126.3725,
2025-03-31,130.81,133.2,130.64,132.65,9669848.0,57.22058518546227,128.98000000000002,132.865,127.48249999999999,
2025-04-01,132.475,132.63,131.08,131.69,4229092.0,54.62616979776881,128.98000000000002,132.865,128.11245,
2025-04-02,130.64,132.13,129.7612,131.93,4236241.0,55.17337217819542,128.98000000000002,132.865,128.70495,
2025-04-03,131.91,133.64,131.48,131.63,6239225.0,54.29197256852717,129.07,132.865,128.73245,
2025-04-04,131.23,132.4,124.0,124.44,10776860.0,38.441661382930306,128.82,132.615,128.9325,
2025-04-07,122.295,126.5,120.47,124.86,10371338.0,39.551833681893754,127.05499999999999,130.85,130.6925,
2025-04-08,127.07,127.96,122.06,123.95,9880098.0,37.954683850719384,127.05499999999999,130.85,133.465,
2025-04-09,121.625,127.76,120.85,127.04,10179195.0,45.937833224475895,127.05499999999999,129.81,134.821,
2025-04-10,126.0,126.82,122.02,124.5,11089353.0,41.24052207542995,127.05499999999999,129.81,135.2183,
2025-04-11,126.055,128.52,124.04,126.88,7357019.0,46.73640211781921,127.05499999999999,129.81,135.480175,
2025-04-14,127.0,128.4999,126.84,127.96,6988891.0,49.064551961933155,127.05499999999999,129.81,135.480175,
2025-04-15,127.62,128.49,125.595,126.22,8639428.0,45.60586465540976,127.05499999999999,128.765,135.480175,
2025-04-16,129.695,134.16,129.01,129.7,13483166.0,52.7759076685647,127.315,127.315,135.1933,
2025-04-17,130.375,132.71,129.66,130.98,10474476.0,55.11929851331049,127.315,127.315,134.4758,
2025-04-21,130.97,131.96,128.5105,129.89,6046937.0,52.7201403532133,127.505,127.315,134.8825,
2025-04-22,129.93,132.03,129.93,131.73,5837131.0,56.18698474113137,127.505,127.315,132.865,
2025-04-23,132.21,132.89,127.13,129.84,8777184.0,51.97145902018728,128.09,127.315,132.345,
2025-04-24,129.87,130.2,128.03,129.38,6595544.0,50.96914438633165,129.1,127.315,132.345,
2025-04-25,129.27,129.53,127.235,128.85,4849389.0,49.77796003894068,129.8775,127.315,132.345,
2025-04-28,129.195,130.12,128.52,129.53,3843266.0,51.34897862669746,129.8775,127.315,132.345,
2025-04-29,128.89,131.27,128.8,130.5,4315327.0,53.57968575588269,130.64499999999998,127.315,131.8225,
2025-04-30,130.54,131.266,128.68,130.75,8510507.0,54.16302275191701,130.01,127.315,130.71,
2025-05-01,129.5,131.63,128.0,130.88,6769116.0,54.48333233417841,130.01,127.315,130.269975,
2025-05-02,131.91,136.8,131.33,132.82,9801692.0,59.07894905428915,131.965,128.635,129.755,126.04499999999999
2025-05-05,132.885,133.06,131.45,132.6,5752256.0,58.35935190185274,131.965,128.635,130.54000000000002,126.04499999999999
2025-05-06,131.95,133.6,130.7,133.06,6290467.0,59.47093788814734,132.0175,128.635,130.9225,126.04499999999999
2025-05-07,133.5,134.43,132.4312,133.95,4925233.0,61.60644381624294,132.0175,128.635,130.9225,126.04499999999999
2025-05-08,133.265,135.22,133.08,134.0,5994453.0,61.72844807256438,132.4,128.635,130.9225,126.125
2025-05-09,133.975,134.97,133.19,133.24,4976167.0,58.676286411009244,132.4,128.635,130.9225,127.31
2025-05-12,131.79,133.66,130.1017,131.99,5958544.0,53.95125369801943,132.4,128.635,130.9675,127.365
2025-05-13,131.495,131.75,128.92,129.05,6344898.0,44.81116455986236,132.4,128.635,130.7175,127.365
2025-05-14,129.125,130.14,128.19,128.56,5267034.0,43.48877474658367,132.495,128.825,128.9525,129.505
2025-05-15,128.85,133.425,128.85,133.35,8406704.0,56.883666392020615,131.70499999999998,128.825,128.9525,130.85
2025-05-16,133.145,135.29,132.77,134.8,7129033.0,59.97636885959985,131.74,129.41,128.4325,130.85
2025-05-19,134.99,135.69,134.53,135.55,8012873.0,61.51408467743321,131.94,130.42000000000002,128.4325,130.85
2025-05-20,135.0,135.83,134.541,135.2,6455398.0,60.348832478215066,132.01,131.1975,128.4325,130.85
2025-05-21,135.0,136.17,133.02,133.05,7209230.0,53.62842637358715,132.18,131.1975,128.4325,130.85
2025-05-22,132.46,132.88,131.17,131.5,6277122.0,49.36079668857122,132.18,131.965,127.91,130.85
2025-05-23,131.4,132.17,130.43,131.3,6145051.0,48.82093716572983,132.18,131.965,127.315,130.85
2025-05-27,131.85,133.84,131.527,132.94,5591079.0,53.32856730888003,132.18,131.965,127.315,130.85
2025-05-28,133.105,133.6,131.84,132.02,3622453.0,50.634366343118145,132.51,131.965,127.41,130.85
2025-05-29,131.73,133.055,131.35,132.85,3078291.0,52.94408581003627,133.3,131.965,127.41,130.85
2025-05-30,132.88,134.125,131.74,133.58,14236848.0,54.94093887016601,133.3,132.0175,127.7025,130.85
2025-06-02,132.7,133.74,131.88,133.57,4464080.0,54.906565825887995,133.3,132.0175,128.20749999999998,130.85
2025-06-03,133.12,133.97,131.61,133.71,5915147.0,55.327942600457796,133.3,132.4,128.59625,130.85
2025-06-04,134.41,134.8687,132.94,132.96,4057040.0,52.49775065704919,132.64935,132.4,128.59625,130.85
2025-06-05,133.39,134.38,132.19,133.94,5587108.0,55.687435328520216,132.64935,132.4,128.98,130.85
2025-06-06,134.79,135.22,133.1,133.58,3868057.0,54.24642915878966,133.285,132.4,128.6625,130.85
2025-06-09,133.02,134.29,130.825,133.4,6630521.0,53.500968117282795,133.02249999999998,132.495,128.6625,130.85
2025-06-10,133.45,134.8495,133.33,134.13,3579575.0,56.13377552575748,133.02249999999998,132.18,130.3,130.85
2025-06-11,133.98,135.35,132.93,135.28,4100545.0,59.97820103393713,133.08749999999998,132.18,130.3,130.85
2025-06-12,135.545,136.89,135.455,136.45,5089115.0,63.484516252526404,133.8575,132.54,130.32625000000002,130.85
2025-06-13,135.78,137.06,135.25,135.62,3928913.0,59.50195469330255,133.9425,132.625,130.32625000000002,130.85
2025-06-16,135.56,136.41,133.305,134.01,5084093.0,52.60785240241704,133.9425,132.625,130.51749999999998,130.85
2025-06-17,133.695,134.01,132.15,132.28,5010926.0,46.38829082787892,133.9425,132.625,130.51749999999998,130.85
2025-06-18,132.95,133.37,131.6,132.41,4950836.0,46.896351399477375,133.9425,132.625,130.51749999999998,130.85
2025-06-20,133.66,133.68,131.99,132.99,11338182.0,49.20901160989883,133.9425,132.625,130.51749999999998,130.85
2025-06-23,133.065,133.47,132.11,133.26,4887246.0,50.294224087733525,134.32999999999998,132.95499999999998,130.66,130.85
2025-06-24,133.32,139.06,132.38,138.08,9894809.0,64.76685491313056,135.32999999999998,134.745,130.265,130.85
2025-06-25,137.87,138.84,136.64,137.4,5507492.0,62.02312820443815,135.32999999999998,134.745,130.575,129.81
2025-06-26,137.325,137.54,132.71,133.67,9452900.0,49.60861379284045,135.32999999999998,134.745,131.18,129.81
2025-06-27,133.29,134.91,132.88,134.38,9513538.0,51.59472236614292,135.32999999999998,134.745,131.60375,129.81
2025-06-30,134.01,136.26,134.0,136.01,5749700.0,55.89276260245422,135.32999999999998,134.745,131.68875,129.81
2025-07-01,135.54,137.0836,134.81,136.26,5337856.0,56.53029396232035,135.32999999999998,134.745,132.0725,128.765
2025-07-02,135.27,136.34,133.8406,134.11,4319684.0,49.85617713473151,135.525,134.9425,132.0725,128.635
2025-07-03,134.7,135.2443,133.2,134.44,3114335.0,50.816011875540845,135.585,134.9425,132.0725,128.635
2025-07-07,134.685,134.91,132.85,133.7,8927599.0,48.57080289746407,135.72,134.9425,132.2375,128.635
2025-07-08,133.24,134.73,132.85,133.36,4782570.0,47.531669878102456,135.775,134.9425,132.6325,128.635
2025-07-09,133.47,133.77,131.47,133.22,4613933.0,47.08497394453876,134.505,134.9425,132.65875,128.635
2025-07-10,133.14,135.05,133.01,133.6,4857081.0,48.49972085483813,134.27679999999998,134.9425,132.65875,128.635
2025-07-11,133.27,133.58,131.26,132.02,4661568.0,43.314244510909106,134.1718,134.9425,132.85000000000002,128.635
2025-07-14,132.02,133.09,131.71,132.03,4881683.0,43.35552402516577,134.1718,134.9425,132.524675,128.635
2025-07-15,131.895,132.44,130.3,131.49,5084847.0,41.59407315845967,133.32,134.68,132.524675,128.635
2025-07-16,132.12,133.025,130.31,131.74,9892958.0,42.75366385530822,132.77215,134.68,132.8425,128.635
2025-07-17,126.65,126.86,119.77,120.51,27560609.0,21.80814902644137,127.41,129.415,132.75875,128.635
2025-07-18,122.63,125.63,122.27,123.67,19571878.0,31.915917798312066,127.41,129.415,132.60125,128.635
2025-07-21,123.53,126.03,121.6,124.42,10307985.0,34.09353086545886,127.41,129.415,132.63375,128.635
2025-07-22,124.33,126.38,124.23,125.73,7098443.0,37.83364817474511,127.41,129.415,133.19875,128.68
2025-07-23,126.32,127.04,123.25,125.83,6439582.0,38.12232012594176,126.67500000000001,129.415,133.28375,128.765
2025-07-24,125.28,125.98,124.695,125.64,4708230.0,37.76351396668144,126.43,129.415,133.28375,128.765
2025-07-25,125.77,126.725,125.45,126.54,4741277.0,40.61474734153673,126.39750000000001,129.415,133.28375,128.765
2025-07-28,126.15,126.99,125.625,126.35,8168448.0,40.196081818201996,126.39750000000001,129.415,133.28375,128.765
2025-07-29,126.1,128.1,125.47,128.01,5834139.0,45.48357679158061,123.935,129.415,133.28375,128.765
2025-07-30,128.01,129.7,127.08,128.55,5359672.0,47.12141321059707,125.64999999999999,129.415,133.64249999999998,128.95499999999998
2025-07-31,127.54,129.15,125.81,126.19,6722644.0,41.28391251671362,125.64999999999999,129.305,135.0375,129.95499999999998
2025-08-01,125.47,127.77,125.47,127.29,5453261.0,44.721324842003575,126.475,128.655,135.0375,130.54
2025-08-04,127.45,130.13,127.45,129.93,5671459.0,51.98632160617289,126.69,128.4268,135.0375,131.55
2025-08-05,129.91,131.48,129.25,130.69,5355471.0,53.86604038092118,128.08749999999998,128.4268,135.0375,132.3275
2025-08-06,130.08,131.72,129.81,130.93,5170125.0,54.47219985720096,128.585,128.4268,135.0375,132.3275
2025-08-07,131.16,132.5,130.73,132.06,4690729.0,57.315902344470935,128.985,128.055,135.0375,133.095
2025-08-08,131.8,134.71,131.75,134.28,4985614.0,62.29819109738289,130.09,127.50715,135.23375,133.095
2025-08-11,134.08,134.35,130.55,131.36,7125727.0,53.45925050330908,130.09,127.41,135.26375000000002,133.095
2025-08-12,131.74,131.89,129.62,131.02,5657521.0,52.524771179775556,130.09,127.41,135.33125,133.095
2025-08-13,131.12,131.65,128.33,129.4,6723933.0,48.20135668827398,130.09,127.41,135.35875,133.095
2025-08-14,129.105,130.14,128.53,129.28,9688357.0,47.88692193413163,131.08,127.41,134.72375,133.1475
2025-08-15,129.92,132.35,129.665,131.75,6784760.0,54.47053392952715,131.52,127.24000000000001,134.60965,133.1475
2025-08-18,131.65,132.3,130.16,130.27,3831433.0,50.36477150525522,131.52,127.24000000000001,134.55714999999998,133.53
2025-08-19,129.92,131.72,128.68,131.25,4845734.0,52.89659557450333,131.52,127.24000000000001,134.55714999999998,133.53
2025-08-20,132.05,133.81,131.72,132.44,3639871.0,55.84208601138877,131.52,127.24000000000001,134.0,133.53
2025-08-21,132.22,133.2,131.75,132.0,3980063.0,54.485410622562824,131.34,127.24000000000001,133.726075,133.53
2025-08-22,132.56,133.62,131.34,132.59,4130380.0,56.028083096777124,131.07,128.155,128.4125,129.415
2025-08-25,132.72,132.96,131.49,131.87,4705847.0,53.638801514993474,131.07,128.155,128.4125,129.415
2025-08-26,131.8,132.35,131.38,131.59,6076566.0,52.69764256423773,131.17000000000002,128.98000000000002,128.4125,129.415
2025-08-27,131.47,131.75,130.5616,131.46,4759172.0,52.23934072197602,131.245,128.98000000000002,128.4125,129.415
2025-08-28,130.92,131.635,130.14,131.37,4674999.0,51.90280198534121,131.245,129.7025,128.04500000000002,129.415
2025-08-29,132.015,132.845,131.17,132.66,4430659.0,56.253077507590085,131.245,130.08,127.9225,129.415
2025-09-02,132.685,133.395,130.84,131.46,5779158.0,51.57949127182338,131.975,130.09,127.90625,129.415
2025-09-03,131.15,132.19,130.21,132.18,4806505.0,54.04643431577394,131.88,130.09,127.90625,129.415
2025-09-04,132.18,133.84,131.7,132.81,5073766.0,56.151553654857075,131.99,130.09,126.675,129.415
2025-09-05,132.515,134.325,132.445,132.94,3286917.0,56.5934297056984,132.2325,130.09,127.5325,129.415
2025-09-08,132.26,133.09,131.61,132.2,5070307.0,53.30072759274727,132.2325,130.09,127.47749999999999,129.415
2025-09-09,132.025,133.1679,131.645,131.95,4641401.0,52.195846988134555,132.2325,131.08,127.565,129.415
2025-09-10,131.85,131.85,127.445,129.36,7397214.0,42.39174271007316,130.885,131.0775,127.55839999999999,129.415
2025-09-11,129.69,132.68,129.3975,132.65,5578384.0,54.16830878223159,130.885,131.0775,128.25714999999997,129.415
2025-09-12,131.6,134.96,131.4,133.73,5700367.0,57.257245311031426,131.2025,131.2025,128.5059,129.415
2025-09-15,133.88,134.345,130.96,131.33,4057870.0,49.30474037820467,131.2025,131.2025,128.52,129.415
2025-09-16,131.755,133.66,131.2,132.76,5401591.0,53.453076674806994,131.2025,131.2025,128.798575,129.415
2025-09-17,132.71,134.22,132.71,134.17,5113326.0,57.17424559970551,131.2025,131.2025,128.75,129.415
2025-09-18,134.09,134.78,132.095,134.57,5891931.0,58.19527750312707,131.2025,131.2025,128.75,129.415
2025-09-19,134.7,136.73,133.72,136.04,11547416.0,61.79975611402078,132.08749999999998,132.08749999999998,128.75,129.415
2025-09-22,135.33,137.49,134.95,136.62,4837228.0,63.149813233310425,132.4675,132.4675,129.245,129.415
2025-09-23,136.28,136.88,135.041,135.89,5136718.0,60.26301510945725,133.44375000000002,132.4675,129.38,129.415
2025-09-24,136.0779,136.83,133.79,133.89,3932420.0,53.100947255112864,134.22500000000002,132.4675,129.38,129.415
2025-09-25,134.43,134.43,131.18,133.31,4963374.0,51.20054794284721,134.22500000000002,132.4675,129.38,129.415
2025-09-26,133.98,134.2,133.1,133.55,4182140.0,51.96659231447944,134.335,132.4675,129.38,129.415
2025-09-29,133.01,133.5,131.71,133.11,4351894.0,50.40440331061099,134.335,132.4675,129.29000000000002,129.415
2025-09-30,132.73,134.5,132.18,133.94,7538490.0,53.25883075852783,134.335,132.4675,129.6125,129.415
2025-10-01,134.8,135.45,129.08,133.47,10614091.0,51.452943785065195,133.28500000000003,132.4675,129.6125,129.415
2025-10-02,132.42,133.3938,130.51,132.99,5916689.0,49.60309686032909,133.28500000000003,132.4675,130.07500000000002,129.415
2025-10-03,133.25,135.365,132.79,134.59,5362213.0,55.363808370583705,132.98000000000002,132.4675,130.1125,129.415
2025-10-06,134.315,135.24,133.45,133.74,6745885.0,51.96543956671315,132.955,132.4675,130.47375,129.415
2025-10-07,134.085,134.085,131.93,133.02,4816431.0,49.209968274240886,132.265,132.4675,130.66250000000002,129.415
2025-10-08,132.81,134.72,132.17,134.27,6654832.0,53.791064837378734,132.265,132.4675,131.0325,129.415
2025-10-09,134.315,135.125,133.0,133.31,3237667.0,50.0568413430729,132.265,132.4675,130.985,129.415
2025-10-10,134.19,134.5,132.045,132.57,5654455.0,47.32933518567091,132.265,132.4675,131.04000000000002,129.415
2025-10-13,132.0,132.76,130.87,131.38,4008306.0,43.24829205784058,132.265,132.4675,131.16125,129.415
2025-10-14,131.46,133.34,131.23,133.27,8147880.0,50.542416951773156,132.9375,132.4675,131.16125,129.305
2025-10-15,128.01,131.475,125.74,129.45,14906379.0,39.49377004962536,130.5525,131.615,131.65625,128.655
2025-10-16,129.53,131.16,126.87,127.63,9768055.0,35.510806495107744,130.49,131.615,130.98125,128.4268
2025-10-17,127.86,129.26,127.21,128.54,6806829.0,38.83245357396492,130.4325,131.615,130.98125,128.4268
2025-10-20,128.44,129.815,128.13,129.51,5810257.0,42.24717143682047,130.4325,131.615,131.2025,128.4268
2025-10-21,129.01,129.3,127.51,127.54,4934677.0,37.65012053759686,130.4325,131.615,131.2025,128.055
2025-10-22,127.62,128.9379,127.11,127.95,6186776.0,39.13453418770315,130.12,131.615,131.2025,127.50715
2025-10-23,128.02,128.7716,126.065,126.34,6700553.0,35.554848792980934,129.54,131.615,131.2025,127.41
2025-10-24,126.5,128.11,125.0,126.85,5071111.0,37.5049593320556,129.17000000000002,131.245,131.2025,127.41
2025-10-27,126.06,127.66,125.15,127.18,6254193.0,38.79552645178164,128.2375,131.245,132.08749999999998,128.25
2025-10-28,127.0,128.45,126.19,126.61,4763022.0,37.360393672180294,128.07999999999998,130.94,132.4675,128.63
2025-10-29,126.17,126.55,124.12,124.43,5182320.0,32.420708628372935,126.9675,130.47500000000002,132.955625,128.63
2025-10-30,124.85,126.43,124.3287,124.67,4877398.0,33.46371224276031,126.9675,129.785,133.34625,128.63
2025-10-31,124.0,124.325,122.61,123.62,7045258.0,31.195289752207643,125.95500000000001,129.03,133.34625,128.63
2025-11-03,123.71,124.055,122.44,123.84,5833267.0,32.23184758573508,125.68895,128.945,133.40125,128.63
2025-11-04,124.295,125.8499,123.84,125.8,5607685.0,40.790146108648116,125.6058,128.945,133.40125,128.63
2025-11-05,125.89,126.71,123.92,124.54,4597534.0,37.510591580327535,125.445,128.945,133.40125,129.54500000000002
2025-11-06,123.85,125.0,123.35,124.95,4714711.0,39.22295971411831,125.445,128.9025,132.87625000000003,129.54500000000002
2025-11-07,125.89,126.62,124.65,126.36,5458532.0,44.82273773429354,125.445,128.9025,132.87625000000003,130.37
2025-11-10,125.42,126.15,124.55,125.89,4251947.0,43.387706394444024,124.57499999999999,128.84,132.72375,130.37
2025-11-11,126.625,127.15,125.77,127.0,5294263.0,47.65041870408874,124.795,128.7825,132.71125,131.0925
2025-11-12,126.94,129.0799,126.55,128.82,4979862.0,53.79381433067141,125.75995,128.7825,132.36624999999998,131.47
2025-11-13,128.51,129.59,128.0,129.26,5182499.0,55.163720469203284,126.015,128.7825,132.36624999999998,131.48000000000002
2025-11-14,129.285,130.96,128.77,130.59,6998982.0,59.11002988617431,127.155,128.47,132.36624999999998,131.48000000000002
2025-11-17,130.675,131.925,129.95,130.03,5816766.0,56.84148161529303,127.6375,127.89,132.36624999999998,131.48000000000002
2025-11-18,130.74,132.025,129.29,130.0,6774995.0,56.71590475473583,127.6875,127.89,132.36624999999998,131.48000000000002
2025-11-19,129.89,131.49,124.58,126.15,10296518.0,43.44950164487753,128.2875,127.2325,132.7025,131.48000000000002
2025-11-20,122.5,125.7225,122.095,123.97,11653961.0,38.02567604645235,127.06,127.06,131.08375,131.615
2025-11-21,124.68,128.715,123.885,128.11,9400951.0,50.629838582632765,127.06,127.06,131.0525,131.615
2025-11-24,127.675,129.52,126.72,127.19,14041294.0,48.279981437378225,127.06,127.06,131.02375,131.615
2025-11-25,127.29,128.81,126.23,128.05,8035503.0,50.58862641538018,127.06,127.06,131.02375,131.615
2025-11-26,128.075,129.015,127.02,128.54,5474238.0,51.905889996778846,127.06,127.06,131.02375,131.615
2025-11-28,128.16,129.39,128.0,128.9,2572367.0,52.899379965374976,127.06,127.06,130.8675,131.615
2025-12-01,128.745,129.85,127.96,128.01,5767009.0,50.141706178937554,127.06,127.06,130.5775,131.615
2025-12-02,128.445,128.99,125.64,126.32,5479989.0,45.311334557545145,126.7925,127.06,130.2075,131.245
2025-12-03,126.28,127.565,125.21,125.29,4918925.0,42.61671994504814,125.9725,127.06,129.74125,131.245
2025-12-04,125.3,125.57,124.06,125.4,5227065.0,43.006531794387065,126.8675,127.06,129.51,131.245
2025-12-05,125.55,126.05,124.64,125.08,4361096.0,42.11034115432537,126.955,127.06,128.72125,130.805
2025-12-08,124.62,124.62,121.713,122.09,6392092.0,34.810934510533215,125.7815,126.869,128.37625,130.805
2025-12-09,122.83,123.23,121.06,121.25,5229193.0,33.076298027889564,125.455,126.5425,127.4925,130.05
2025-12-10,121.26,123.09,120.7,122.55,6716496.0,38.20813495166786,125.275,126.36250000000001,127.316975,129.965
2025-12-11,123.025,124.24,122.63,123.28,5390007.0,40.94656858449168,125.275,126.36250000000001,127.27539999999999,129.965
2025-12-12,123.47,125.58,122.91,125.46,4765258.0,48.31319907635605,124.845,126.36250000000001,127.195,129.965
2025-12-15,125.725,129.64,125.2,128.47,7715980.0,56.400442493215245,125.16999999999999,126.36250000000001,127.17375,129.965
2025-12-16,128.41,128.6,126.3,126.86,5764192.0,51.7373984952061,125.16999999999999,126.36250000000001,127.17375,129.965
2025-12-17,126.75,127.67,125.94,126.71,8049064.0,51.31174728548667,125.16999999999999,126.36250000000001,126.7075,129.965
2025-12-18,126.575,127.575,124.93,125.12,5891883.0,46.906476172531974,125.16999999999999,126.36250000000001,126.78875,129.965
2025-12-19,125.04,126.13,123.76,125.45,14795717.0,47.90611718413971,125.16999999999999,126.36250000000001,127.271225,129.965
2025-12-22,125.085,127.24,124.77,125.2,5057974.0,47.18137447434985,125.16999999999999,126.36250000000001,127.39875,129.965
2025-12-23,125.0,125.18,123.85,124.54,7534879.0,45.23573166894304,126.13499999999999,126.36250000000001,127.8125,129.965
2025-12-24,124.09,125.3268,124.0,124.81,1632214.0,46.21291277712167,126.27499999999999,126.36250000000001,127.76375,129.965
2025-12-26,124.99,125.185,124.26,124.84,2120811.0,46.32750936726472,126.69999999999999,126.095,127.78875,129.965
2025-12-29,125.27,125.49,124.49,124.57,4469041.0,45.39019999805202,126.18,125.275,127.75999999999999,129.965
2025-12-30,124.425,126.2,124.36,125.78,5271167.0,50.248216127107554,125.715,125.275,127.06,129.79250000000002
2025-12-31,125.8,126.2413,125.24,125.29,3157254.0,48.37160512421905,125.6675,125.275,127.06,129.79250000000002
2026-01-02,124.7,125.25,123.64,124.19,5014256.0,44.36585585355229,125.44,125.275,127.06,129.79250000000002
2026-01-05,123.63,126.56,122.5,126.45,6548712.0,52.98107612636535,124.87,125.275,127.06,129.79250000000002
2026-01-06,126.84,129.455,126.55,127.78,8327529.0,57.1831842743837,125.9775,125.275,127.06,129.79250000000002
2026-01-07,128.45,128.6,126.27,127.04,6632314.0,54.276669764405945,125.9775,125.275,127.06,129.79250000000002
2026-01-08,127.1,128.1,126.06,126.18,4344599.0,51.03040041854299,125.9775,125.16999999999999,127.06,129.79250000000002
2026-01-09,126.42,127.14,125.23,125.77,1618738.0,49.5100801818095,125.9775,125.16999999999999,126.92625000000001,129.79250000000002
