Date,strategy_ret,equity,close
2021-01-25,0.0,1.0,1.0
2021-01-26,-0.0006717338076571894,0.9993282661923428,0.9993282661923428
2021-01-27,0.0014553527380365046,1.0007826413207432,1.0007826413207432
2021-01-28,-0.0003606162960026656,1.0004217427915263,1.0004217427915263
2021-01-29,-0.0003849749766265583,1.0000366054544785,1.0000366054544785
2021-02-01,0.00203526697429135,1.0020719469306425,1.0020719469306425
2021-02-02,0.0004974340692593948,1.002570411656895,1.002570411656895
2021-02-03,0.0002795329309166853,1.0028506631025158,1.0028506631025158
2021-02-04,0.0019112832189333018,1.0047673947459999,1.0047673947459999
2021-02-05,-0.0023374119639832562,1.0024188394165001,1.0024188394165001
2021-02-08,-9.129615643181191e-05,1.0023273224293265,1.0023273224293265
2021-02-09,-0.0018724416417745062,1.0004505230121217,1.0004505230121217
2021-02-10,1.925240173713168e-05,1.0004697840875088,1.0004697840875088
2021-02-11,-0.00037956927139200697,1.000090036500513,1.000090036500513
2021-02-12,0.00040935865312759684,1.0004994320108611,1.0004994320108611
2021-02-15,-0.00026682290936001307,1.000232475841599,1.000232475841599
2021-02-16,0.0006816407753114095,1.0009142750819233,1.0009142750819233
2021-02-17,0.0015919181236298354,1.0025076486566262,1.0025076486566262
2021-02-18,-0.0012674692126746951,1.001237001076483,1.001237001076483
2021-02-19,-0.0007030138617792521,1.0005331175857999,1.0005331175857999
2021-02-22,-0.00016666666666666666,1.0003663620662022,1.0003663620662022
2021-02-23,0.0001513027150747786,1.0005177202128523,1.0005177202128523
2021-02-24,-0.00047740947740123235,1.0000400635709148,1.0000400635709148
2021-02-25,-0.0004520684185002436,0.9995879770409395,0.9995879770409395
2021-02-26,0.0032039706252531275,1.0027906275567349,1.0027906275567349
2021-03-01,-0.0007560191286042347,1.0020324986603169,1.0020324986603169
2021-03-02,-0.001271061541525564,1.000758853687911,1.000758853687911
2021-03-03,0.0005765056036896032,1.0013357967750043,1.0013357967750043
2021-03-04,0.0024398870412431677,1.0037789430094886,1.0037789430094886
2021-03-05,-0.001989547756038249,1.0017818768658657,1.0017818768658657
2021-03-08,0.0015325679501381937,1.0033171756633796,1.0033171756633796
2021-03-09,0.0011661026199337734,1.0044871464505454,1.0044871464505454
2021-03-10,-0.0010054779788610428,1.0034771567447403,1.0034771567447403
2021-03-11,-0.00016666666666666666,1.0033099105519494,1.0033099105519494
2021-03-12,0.0004508593904294183,1.0037622622466325,1.0037622622466325
2021-03-15,0.0010143994560143734,1.0047804781394232,1.0047804781394232
2021-03-16,0.0006373325953692444,1.0054208574893322,1.0054208574893322
2021-03-17,-0.0021481164071842267,1.0032610964492341,1.0032610964492341
2021-03-18,-0.00016666666666666666,1.0030938862664927,1.0030938862664927
2021-03-19,-0.0005135042907170408,1.0025787932519028,1.0025787932519028
2021-03-22,-0.00016666666666666666,1.0024116967863608,1.0024116967863608
2021-03-23,0.002246646779176279,1.0046637617963543,1.0046637617963543
2021-03-24,-0.00016666666666666666,1.0044963178360549,1.0044963178360549
2021-03-25,-0.0012390406203964992,1.0032517060952173,1.0032517060952173
2021-03-26,0.0005407486679462892,1.003794213118903,1.003794213118903
2021-03-29,-0.00016666666666666666,1.0036269140833833,1.0036269140833833
2021-03-30,0.0,1.0036269140833833,1.0036269140833833
2021-03-31,-0.0004568259982761038,1.0031684312164604,1.0031684312164604
2021-04-01,-0.00016666666666666666,1.0030012364779244,1.0030012364779244
2021-04-05,-0.0012395065502677398,1.0017580098753833,1.0017580098753833
2021-04-06,-0.0016562971741369559,1.0000988009144576,1.0000988009144576
2021-04-07,7.019198912860958e-05,1.000168999838619,1.000168999838619
2021-04-08,-0.0012805715392975405,0.998888211882938,0.998888211882938
2021-04-09,0.000341297883113878,0.9992291303151211,0.9992291303151211
2021-04-12,-0.0002660371387845917,0.9989632982563018,0.9989632982563018
2021-04-13,-0.0010465109771726766,0.997917872198884,0.997917872198884
2021-04-14,-0.0008061366806136523,0.9971134139978645,0.9971134139978645
2021-04-15,0.0003200071236368525,0.9974324973934177,0.9974324973934177
2021-04-16,-0.0003760215251433774,0.9970574413045202,0.9970574413045202
2021-04-19,-0.001571946459225352,0.9954901203900174,0.9954901203900174
2021-04-20,6.369038718216183e-05,0.9955535235412211,0.9955535235412211
2021-04-21,-2.7696764740940218e-05,0.9955259499294926,0.9955259499294926
2021-04-22,0.0005317337011158477,0.9960553046274055,0.9960553046274055
2021-04-23,-0.002293991517501759,0.9937703622076276,0.9937703622076276
2021-04-26,0.0003581385610543034,0.994126269695167,0.994126269695167
2021-04-27,-6.894687780952442e-05,0.9940577277927231,0.9940577277927231
2021-04-28,-0.0010036589434559613,0.9930600328639123,0.9930600328639123
2021-04-29,7.147471581925302e-05,0.9931310115475527,0.9931310115475527
2021-04-30,0.002735869030237592,0.995848087925014,0.995848087925014
2021-05-03,-0.001136672377752242,0.9947161349110322,0.9947161349110322
2021-05-04,0.0014588375716985493,0.9961672641818152,0.9961672641818152
2021-05-05,0.00013042947373094932,0.9962971937538305,0.9962971937538305
