time,mark,price,price_next,signal,desired_pos,position,turnover,cost,gross_ret,strategy_ret,equity,event
2025-07-14,open,2973.25,3014.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2025-07-15,open,3014.29,3140.01,1.0,1.0,1.0,1.0,0.0005,0.04170799757156751,0.04120799757156751,1.0412079975715676,
2025-07-16,open,3140.01,3372.46,1.0,1.0,0.0,1.0,0.0005,0.03675886382527449,0.03625886382527449,1.0789610165693018,take_profit
2025-07-17,open,3372.46,3479.34,1.0,1.0,1.0,1.0,0.0005,0.031691999312075,0.031191999312075003,1.1126159678558873,
2025-07-18,open,3479.34,3549.18,1.0,1.0,0.0,1.0,0.0005,0.046824052837607155,0.046324052837607155,1.164156848738809,take_profit
2025-07-19,open,3549.18,3596.18,1.0,1.0,1.0,1.0,0.0005,0.013242495449653058,0.012742495449653057,1.1789911120865457,
2025-07-20,open,3596.18,3759.0,-1.0,1.0,1.0,0.0,0.0,0.045275820453926086,0.045275820453926086,1.232370901994151,
2025-07-21,open,3759.0,3764.17,-1.0,-1.0,-1.0,2.0,0.001,-0.0013734767558319927,-0.0023734767558319927,1.229445898303704,signal
2025-07-22,open,3764.17,3749.04,1.0,-1.0,-1.0,0.0,0.0,0.004035699805817083,0.004035699805817083,1.234407572876751,
2025-07-23,open,3749.04,3629.0,1.0,1.0,0.0,3.0,0.0015,-0.040000000000000036,-0.04150000000000004,1.1831796586023657,stop_loss
2025-07-24,open,3629.0,3709.34,1.0,1.0,1.0,1.0,0.0005,0.02213833011849009,0.02163833011849009,1.2087816906446862,
2025-07-25,open,3709.34,3725.52,1.0,1.0,1.0,0.0,0.0,0.004361961966279582,0.004361961966279582,1.2140543504048136,
2025-07-26,open,3725.52,3742.45,-1.0,1.0,1.0,0.0,0.0,0.00454433206639604,0.00454433206639604,1.2195714165197058,
2025-07-27,open,3742.45,3875.01,-1.0,-1.0,-1.0,2.0,0.001,-0.03420894397691887,-0.03520894397691887,1.176631594839612,signal
2025-07-28,open,3875.01,3798.36,-1.0,-1.0,0.0,1.0,0.0005,-0.00440322413227856,-0.004903224132278561,1.170862306408993,stop_loss
2025-07-29,open,3798.36,3792.86,-1.0,-1.0,-1.0,1.0,0.0005,0.001450093069609748,0.000950093069609748,1.1719747345717795,
2025-07-30,open,3792.86,3808.01,-1.0,-1.0,-1.0,0.0,0.0,-0.00397845593892876,-0.00397845593892876,1.167312084728748,
2025-07-31,open,3808.01,3697.68,-1.0,-1.0,-1.0,0.0,0.0,0.029837627918046117,0.029837627918046117,1.202141908377123,
2025-08-01,open,3697.68,3485.96,1.0,-1.0,0.0,1.0,0.0005,0.058145460489355205,0.057645460489355205,1.2714399322590746,take_profit
2025-08-02,open,3485.96,3392.97,1.0,1.0,1.0,1.0,0.0005,-0.02667557860675407,-0.02717557860675407,1.236887816436202,
2025-08-03,open,3392.97,3496.95,1.0,1.0,1.0,0.0,0.0,0.03064571746876621,0.03064571746876621,1.274793130999265,
2025-08-04,open,3496.95,3720.0,1.0,1.0,1.0,0.0,0.0,0.0637841547634368,0.0637841547634368,1.3561047333582883,
2025-08-05,open,3720.0,3611.38,1.0,1.0,1.0,0.0,0.0,-0.029198924731182796,-0.029198924731182796,1.316507933321359,
2025-08-06,open,3611.38,3683.56,1.0,1.0,1.0,0.0,0.0,0.01998681944298286,0.01998681944298286,1.3428207396799074,
2025-08-07,open,3683.56,3912.75,1.0,1.0,0.0,1.0,0.0005,0.022064741717251923,0.021564741717251923,1.371778322103674,take_profit
2025-08-08,open,3912.75,4008.37,1.0,1.0,1.0,1.0,0.0005,0.024438055076352994,0.023938055076352993,1.4046160271307389,
2025-08-09,open,4008.37,4262.91,1.0,1.0,0.0,1.0,0.0005,0.054236510102610325,0.053736510102610324,1.4800951904629382,take_profit
2025-08-10,open,4262.91,4251.62,1.0,1.0,1.0,1.0,0.0005,-0.0026484256059827738,-0.0031484256059827738,1.4754352208659929,
2025-08-11,open,4251.62,4225.01,1.0,1.0,1.0,0.0,0.0,-0.00625879076681346,-0.00625879076681346,1.4662007805286055,
2025-08-12,open,4225.01,4590.01,-1.0,1.0,0.0,1.0,0.0005,0.08968802440704282,0.08918802440704282,1.596968331528016,take_profit
2025-08-13,open,4590.01,4750.83,-1.0,-1.0,0.0,2.0,0.001,-0.03846153846153855,-0.03946153846153855,1.5339495042915643,stop_loss
2025-08-14,open,4750.83,4549.3,-1.0,-1.0,-1.0,1.0,0.0005,0.04429912294199112,0.04379912294199112,1.601135147216837,
2025-08-15,open,4549.3,4443.2,-1.0,-1.0,0.0,1.0,0.0005,0.04084787381317079,0.04034787381317079,1.6657375460945745,take_profit
2025-08-16,open,4443.2,4423.99,-1.0,-1.0,-1.0,1.0,0.0005,0.004342234046641247,0.0038422340466412468,1.6721376996069477,
2025-08-17,open,4423.99,4472.99,1.0,-1.0,-1.0,0.0,0.0,-0.010954641079009786,-0.010954641079009786,1.6538200312730724,
2025-08-18,open,4472.99,4312.56,1.0,1.0,0.0,3.0,0.0015,-0.040000000000000036,-0.04150000000000004,1.5851864999752399,stop_loss
2025-08-19,open,4312.56,4074.64,1.0,1.0,0.0,2.0,0.001,-0.040000000000000036,-0.041000000000000036,1.520193853476255,stop_loss
2025-08-20,open,4074.64,4335.0,1.0,1.0,1.0,1.0,0.0005,0.06389766948736586,0.06339766948736586,1.6165706009556677,
2025-08-21,open,4335.0,4224.57,1.0,1.0,1.0,0.0,0.0,-0.025474048442906683,-0.025474048442906683,1.5753900031555443,
2025-08-22,open,4224.57,4830.01,-1.0,1.0,0.0,1.0,0.0005,0.04167079726457379,0.04117079726457379,1.6402500655880976,take_profit
2025-08-23,open,4830.01,4776.67,-1.0,-1.0,-1.0,1.0,0.0005,0.011166775180198707,0.010666775180198707,1.657746244277032,
2025-08-24,open,4776.67,4779.81,-1.0,-1.0,-1.0,0.0,0.0,-0.0006569298779659505,-0.0006569298779659505,1.6566572212390807,
