fold,n_train,n_test,n_assets,train_end_min,train_end_max,test_start_min,test_start_max,test_end_min,test_end_max,accuracy,balanced_accuracy,f1_macro,confusion_matrix,classification_report,labels
1,126,40,2,2025-10-09 00:00:00,2025-10-09 00:00:00,2025-10-17 00:00:00,2025-10-17 00:00:00,2025-11-13 00:00:00,2025-11-13 00:00:00,0.375,0.2837977296181631,0.2560488607000235,"[[10, 0, 7], [2, 0, 2], [14, 0, 5]]","{'-1': {'precision': 0.38461538461538464, 'recall': 0.5882352941176471, 'f1-score': 0.46511627906976744, 'support': 17.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4.0}, '1': {'precision': 0.35714285714285715, 'recall': 0.2631578947368421, 'f1-score': 0.30303030303030304, 'support': 19.0}, 'accuracy': 0.375, 'macro avg': {'precision': 0.24725274725274726, 'recall': 0.2837977296181631, 'f1-score': 0.2560488607000235, 'support': 40.0}, 'weighted avg': {'precision': 0.33310439560439564, 'recall': 0.375, 'f1-score': 0.3416138125440451, 'support': 40.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
2,142,40,2,2025-10-21 00:00:00,2025-10-21 00:00:00,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-11-25 00:00:00,2025-11-25 00:00:00,0.5,0.3756449948400413,0.3473389355742296,"[[8, 0, 11], [2, 0, 2], [5, 0, 12]]","{'-1': {'precision': 0.5333333333333333, 'recall': 0.42105263157894735, 'f1-score': 0.47058823529411764, 'support': 19.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4.0}, '1': {'precision': 0.48, 'recall': 0.7058823529411765, 'f1-score': 0.5714285714285714, 'support': 17.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.33777777777777773, 'recall': 0.3756449948400413, 'f1-score': 0.3473389355742296, 'support': 40.0}, 'weighted avg': {'precision': 0.4573333333333333, 'recall': 0.5, 'f1-score': 0.4663865546218487, 'support': 40.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
3,158,40,2,2025-10-31 00:00:00,2025-10-31 00:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,2025-12-08 00:00:00,2025-12-08 00:00:00,0.475,0.4047619047619048,0.3272543059777102,"[[6, 0, 15], [0, 0, 5], [1, 0, 13]]","{'-1': {'precision': 0.8571428571428571, 'recall': 0.2857142857142857, 'f1-score': 0.42857142857142855, 'support': 21.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5.0}, '1': {'precision': 0.3939393939393939, 'recall': 0.9285714285714286, 'f1-score': 0.5531914893617021, 'support': 14.0}, 'accuracy': 0.475, 'macro avg': {'precision': 0.417027417027417, 'recall': 0.4047619047619048, 'f1-score': 0.3272543059777102, 'support': 40.0}, 'weighted avg': {'precision': 0.5878787878787879, 'recall': 0.475, 'f1-score': 0.4186170212765957, 'support': 40.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
4,174,40,2,2025-11-12 00:00:00,2025-11-12 00:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-12-18 00:00:00,2025-12-18 00:00:00,0.5,0.37363834422657954,0.3131868131868132,"[[3, 2, 12], [0, 0, 5], [1, 0, 17]]","{'-1': {'precision': 0.75, 'recall': 0.17647058823529413, 'f1-score': 0.2857142857142857, 'support': 17.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5.0}, '1': {'precision': 0.5, 'recall': 0.9444444444444444, 'f1-score': 0.6538461538461539, 'support': 18.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.4166666666666667, 'recall': 0.37363834422657954, 'f1-score': 0.3131868131868132, 'support': 40.0}, 'weighted avg': {'precision': 0.54375, 'recall': 0.5, 'f1-score': 0.4156593406593407, 'support': 40.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
5,192,40,2,2025-11-25 00:00:00,2025-11-25 00:00:00,2025-12-04 00:00:00,2025-12-04 00:00:00,2026-01-02 00:00:00,2026-01-02 00:00:00,0.35,0.375,0.23010244286840031,"[[3, 1, 20], [0, 0, 5], [0, 0, 11]]","{'-1': {'precision': 1.0, 'recall': 0.125, 'f1-score': 0.2222222222222222, 'support': 24.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5.0}, '1': {'precision': 0.3055555555555556, 'recall': 1.0, 'f1-score': 0.46808510638297873, 'support': 11.0}, 'accuracy': 0.35, 'macro avg': {'precision': 0.4351851851851852, 'recall': 0.375, 'f1-score': 0.23010244286840031, 'support': 40.0}, 'weighted avg': {'precision': 0.6840277777777778, 'recall': 0.35, 'f1-score': 0.2620567375886525, 'support': 40.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
