Date,close,ret,signal,position,turnover,cost,strategy_ret,equity
2025-07-14,119855.0,,-1,0.0,0.0,0.0,0.0,1.0
2025-07-15,117741.0,-0.017637979224896738,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-16,118712.6,0.00825201076940063,-1,-0.0,0.0,0.0,-0.0,1.0
2025-07-17,119321.0,0.005124982520810617,1,-0.0,0.0,0.0,-0.0,1.0
2025-07-18,118011.9,-0.010971245631531845,1,0.0,0.0,0.0,-0.0,1.0
2025-07-19,117909.1,-0.0008710985925994841,1,0.0,0.0,0.0,-0.0,1.0
2025-07-20,117319.1,-0.005003854664313412,0,0.0,0.0,0.0,-0.0,1.0
2025-07-21,117461.0,0.0012095217232317435,1,0.0,0.0,0.0,0.0,1.0
2025-07-22,119977.5,0.021424132265177365,-1,0.0,0.0,0.0,0.0,1.0
2025-07-23,118735.3,-0.01035360796816065,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-24,118386.9,-0.002934257967091569,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-25,117628.1,-0.006409492942208828,0,-0.0,0.0,0.0,0.0,1.0
2025-07-26,117937.5,0.0026303238766927084,-1,0.0,0.0,0.0,0.0,1.0
2025-07-27,119455.0,0.012866984631690448,-1,-0.0,0.0,0.0,-0.0,1.0
2025-07-28,117979.7,-0.012350257419111776,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-29,117923.0,-0.0004805911525457285,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-30,117820.7,-0.0008675152429975519,-1,-0.0,0.0,0.0,0.0,1.0
2025-07-31,115762.3,-0.017470614246902216,-1,-0.0,0.0,0.0,0.0,1.0
2025-08-01,113290.2,-0.021354966167742018,1,-0.0,0.0,0.0,0.0,1.0
2025-08-02,112525.2,-0.006752569948680454,1,0.0,0.0,0.0,-0.0,1.0
2025-08-03,114224.1,0.015097951392221587,1,1.189191035793723,1.189191035793723,0.0005945955178968615,0.01735975293658241,1.0173597529365823
2025-08-04,115092.1,0.007599096863096344,1,1.2324646483751502,0.043273612581427257,2.163680629071363e-05,0.00934398143705403,1.0268659435828276
2025-08-05,114115.0,-0.008489722578700065,1,1.2453047291997192,0.012840080824569,6.420040412284501e-06,-0.010578711717261111,1.0160030247933916
2025-08-06,115010.0,0.007842965429610382,1,1.2327161748264297,0.01258855437328954,6.29427718664477e-06,0.009661856066498591,1.0258194997820724
2025-08-07,117498.1,0.021633770976436928,1,1.1336742576050771,0.09904191722135258,4.952095861067629e-05,0.024476128292299722,1.050927589463481
2025-08-08,116676.0,-0.0069967088829522295,1,1.12432681332246,0.009347444282617134,4.673722141308568e-06,-0.007871261124255938,1.0426554639841292
2025-08-09,116467.4,-0.0017878569714423476,1,1.1283798200387123,0.004053006716252305,2.0265033581261525e-06,-0.002019408231049199,1.0405499169580112
2025-08-10,119288.4,0.024221370100131034,-1,1.024547205019467,0.10383261501924523,5.191630750962262e-05,0.024764020730321717,1.066318116672494
2025-08-11,118724.5,-0.004727198956478551,-1,-1.0988887163634877,2.1234359213829546,0.0010617179606914773,0.004132947632588056,1.0707251536083813
2025-08-12,120172.0,0.01219209177549696,-1,-1.091877697217603,0.007011019145884756,3.505509572942378e-06,-0.01331577860166824,1.056467614519695
2025-08-13,123354.3,0.026481210265286492,-1,-0.9916238102926631,0.10025388692493986,5.0126943462469934e-05,-0.026309525567887043,1.0286724528038445
2025-08-14,118383.1,-0.040300175997107446,-1,-0.8150835145384642,0.17654029575419894,8.827014787709948e-05,0.03275973894036389,1.0623714938128423
2025-08-15,117426.7,-0.008078855850201627,-1,-0.8102036033381207,0.004879911200343479,2.4399556001717395e-06,0.006543078165082443,1.069322673537215
2025-08-16,117487.5,0.0005177698087401872,-1,-0.8241571277411358,0.013953524403015116,6.9767622015075585e-06,-0.00043370044060389747,1.068858907822554
2025-08-17,117441.3,-0.00039323332269392,-1,-0.8360817829006358,0.01192465515950003,5.962327579750015e-06,0.00032281288995412365,1.0692039492555416
2025-08-18,116260.0,-0.01005864206203444,-1,-0.8281413839183578,0.007940398982278052,3.970199491139026e-06,0.008326007558101466,1.0781061494181954
2025-08-19,112830.3,-0.029500258042318928,1,-0.7691342164070368,0.05900716751132096,2.9503583755660478e-05,0.022660154269428693,1.1025362010828315
2025-08-20,114262.7,0.01269517142115184,-1,0.7736887512908798,1.5428229676979166,0.0007714114838489584,0.009050699840405673,1.1125149253020132
2025-08-21,112462.5,-0.015754922647548075,-1,-0.7878509431560756,1.5615396944469553,0.0007807698472234776,0.01163176081999829,1.1254554328218045
2025-08-22,116817.9,0.03872757585861941,-1,-0.7050257413239024,0.08282520183217323,4.141260091608662e-05,-0.027345350480316902,1.0946794595613154
2025-08-23,115344.1,-0.012616217206438352,-1,-0.7047071233623603,0.0003186179615420892,1.593089807710446e-07,0.008890578826283113,1.1044117935860585
2025-08-24,113456.1,-0.016368414162492906,-1,-0.6940571269326778,0.010649996429682451,5.324998214841226e-06,0.011355289507849139,1.1169527092381109
2025-08-25,110144.9,-0.029184856521597413,-1,-0.6606781924230244,0.03337893450965346,1.6689467254826728e-05,0.019265108785559468,1.1384709246899085
2025-08-26,111829.3,0.015292582770514151,-1,-0.6526933023632516,0.007984890059772765,3.9924450298863826e-06,-0.009985358795180132,1.1271028840289992
2025-08-27,111268.6,-0.005013891708165907,-1,-0.6759080100934367,0.02321470773018508,1.160735386509254e-05,0.003377322213425308,1.1309094736360459
2025-08-28,112563.7,0.011639402311164115,-1,-0.6686480352395636,0.007259974853873086,3.629987426936543e-06,-0.0077862934741496585,1.1221038805816195
