run,is_portfolio,mode,task,signal_source,price,stop_loss,take_profit,trailing_stop,trailing_atr_mult,atr_window,stop_priority,cost_bps,slippage_bps,execution_delay,vol_target,vol_lookback,max_leverage,portfolio_weighting,weight_lookback,model,input,long_only,uses_proba_signal,uses_stop_loss,uses_take_profit,uses_trailing_stop,uses_trailing_atr,uses_vol_target,uses_hmm,uses_fft,uses_wavelet,uses_dmd,uses_neural_net,t_n_trades,t_n_wins,t_n_losses,t_n_breakeven,t_win_rate,t_win_loss_ratio,t_avg_win,t_avg_loss,t_profit_factor,t_expectancy,t_median_trade_return,run_dir,asset,m_start,m_end,m_n_bars,m_total_return,m_cagr,m_max_drawdown,m_ann_factor,m_sharpe,m_avg_bar_return,m_vol_bar,m_turnover_sum,m_n_position_changes,feature_combo
bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_baseline,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,hgb,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,False,False,False,False,False,False,62,38,24,0,0.6129032258064516,1.5833333333333333,0.006734170051060462,-0.004307323401226725,2.475420329744083,0.0024600435534009053,0.0017106471147834146,bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_baseline,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.006428841041246081,0.0012904288540485087,-0.07582768727089428,258.99545454545455,0.051618406498970155,8.433971951489599e-06,0.0026295027541713154,125.0,78,hgb
bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_fft,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,hgb,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,True,False,False,False,424,226,197,1,0.5330188679245284,1.1472081218274113,0.003392234241488042,-0.0032012924637718036,1.2156335970600443,0.0003207318943708776,0.00038428219474795355,bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_fft,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.010675888180947446,0.0021393101430737804,-0.1259220836406134,258.99545454545455,0.06568833658526073,1.5048255598221672e-05,0.0036867523506899963,210.98225521772235,440,hgb+fft+vol_target
bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_wavelet,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,hgb,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,False,True,False,False,0,0,0,0,,,,,,,,bt_eurusd_sweep5y_wavelet2_EURUSD=X_hgb_wavelet,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.0,0.0,0.0,258.99545454545455,,0.0,0.0,0.0,0,hgb+wavelet+vol_target
bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_baseline,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,mlp,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,False,False,False,False,False,True,14,5,9,0,0.35714285714285715,0.5555555555555556,0.028951339927554075,-0.01206770548361079,1.3328198769330182,0.002581953591805234,-0.003900395299482662,bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_baseline,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.0029375559086908254,0.0005904604576487671,-0.0627298489803304,258.99545454545455,0.03516886355286772,5.810736752140124e-06,0.002659003671896294,29.0,15,mlp+nn
bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_fft,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,True,False,False,True,443,219,223,1,0.49435665914221216,0.9820627802690582,0.0034126169488525853,-0.0032455363625949205,1.03261948545969,5.329233169311265e-05,-3.457426119135576e-05,bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_fft,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,-0.04248177078520243,-0.008697871382657096,-0.09722717720275542,258.99545454545455,-0.1162893541397987,-2.683193327512748e-05,0.0037132832438943083,67.40743587084407,444,mlp+fft+nn+vol_target
bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_wavelet,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,False,True,False,True,0,0,0,0,,,,,,,,bt_eurusd_sweep5y_wavelet2_EURUSD=X_mlp_wavelet,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.0,0.0,0.0,258.99545454545455,,0.0,0.0,0.0,0,mlp+wavelet+nn+vol_target
bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_baseline,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,False,False,False,False,False,False,31,17,14,0,0.5483870967741935,1.2142857142857142,0.008683118381243993,-0.004781350124009455,2.205190235463172,0.0026023906691940487,0.0005945702312111223,bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_baseline,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.026982662512391675,0.0053723959227631735,-0.09874610884508861,258.99545454545455,0.14698796162471225,2.4199828126615954e-05,0.002649577244725714,63.0,35,rf
bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_fft,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,True,False,False,False,439,221,217,1,0.5034168564920274,1.0184331797235022,0.0033258778558539048,-0.0033316130710288965,1.0166799949140606,2.7469179340415498e-05,1.7174900600380738e-05,bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_fft,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.03312502519593363,0.0065795924472884515,-0.1300685688142189,258.99545454545455,0.13989247850432182,3.216863408468148e-05,0.0037007038081141395,119.19940948802655,443,rf+fft+vol_target
bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_wavelet,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,True,False,False,True,False,False,0,0,0,0,,,,,,,,bt_eurusd_sweep5y_wavelet2_EURUSD=X_rf_wavelet,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.0,0.0,0.0,258.99545454545455,,0.0,0.0,0.0,0,rf+wavelet+vol_target
