Date,close,ret,signal,position,turnover,cost,strategy_ret,equity
2024-02-01,2303.86,,1,0.0,0.0,0.0,0.0,1.0
2024-02-02,2306.46,0.001128540796749844,1,1.0,1.0,0.0005,0.000628540796749844,1.00062854079675
2024-02-03,2294.43,-0.005215785229312542,1,1.0,0.0,0.0,-0.005215785229312542,0.9954094772336336
2024-02-04,2288.62,-0.002532219331162877,1,1.0,0.0,0.0,-0.002532219331162877,0.9928888821129599
2024-02-05,2299.02,0.004544223156312643,1,1.0,0.0,0.0,0.004544223156312643,0.9974007907627029
2024-02-06,2372.13,0.031800506302685605,1,1.0,0.0,0.0,0.031800506302685605,1.0291186408956559
2024-02-07,2423.67,0.0217273083684284,1,1.0,0.0,0.0,0.0217273083684284,1.0514786189540937
2024-02-08,2419.62,-0.0016710195694958907,-1,1.0,0.0,0.0,-0.0016710195694958907,1.049721577604915
2024-02-09,2487.21,0.02793413841842951,1,-1.0,2.0,0.001,-0.02893413841842951,1.0193487881776822
2024-02-10,2500.02,0.005150349186437753,1,1.0,2.0,0.001,0.004150349186437753,1.023579441591392
2024-02-11,2507.02,0.0027999776001792487,1,1.0,0.0,0.0,0.0027999776001792487,1.0264454410998518
2024-02-12,2659.0,0.06062177405844382,-1,1.0,0.0,0.0,0.06062177405844382,1.0886703847135268
2024-02-13,2641.74,-0.0064911620910117485,-1,-1.0,2.0,0.001,0.0054911620910117484,1.094648450259673
2024-02-14,2777.76,0.051488791478343954,-1,-1.0,0.0,0.0,-0.051488791478343954,1.0382863244621603
2024-02-15,2823.61,0.016506105639076063,-1,-1.0,0.0,0.0,-0.016506105639076063,1.02114826070698
2024-02-16,2804.13,-0.006898969758571516,1,-1.0,0.0,0.0,0.006898969758571516,1.0281931316766153
2024-02-17,2787.7,-0.005859214801025692,-1,1.0,2.0,0.001,-0.006859214801025692,1.0211405341295061
2024-02-18,2881.49,0.033644222836029636,1,-1.0,2.0,0.001,-0.03464422283602964,0.9857639139182212
2024-02-19,2943.97,0.021683226386348675,-1,1.0,2.0,0.001,0.020683226386348674,1.006152692113285
2024-02-20,3016.33,0.0245790548137379,1,-1.0,2.0,0.001,-0.0255790548137379,0.9804162572507293
2024-02-21,2971.37,-0.014905530893502994,1,1.0,2.0,0.001,-0.015905530893502995,0.9648222161825353
2024-02-22,2970.33,-0.0003500068991744154,-1,1.0,0.0,0.0,-0.0003500068991744154,0.9644845217503947
2024-02-23,2921.96,-0.016284385909983046,-1,-1.0,2.0,0.001,0.015284385909983045,0.979226075385033
2024-02-24,2990.81,0.023562950895973822,1,-1.0,0.0,0.0,-0.023562950895973822,0.9561526194546783
2024-02-25,3112.8,0.04078828143546409,1,1.0,2.0,0.001,0.03978828143546409,0.9941962889727972
2024-02-26,3178.69,0.021167437676689715,1,1.0,0.0,0.0,0.021167437676689715,1.015240876958025
2024-02-27,3244.25,0.020624848601153323,-1,1.0,0.0,0.0,0.020624848601153323,1.0361800663389864
2024-02-28,3385.53,0.043547815365647,1,-1.0,2.0,0.001,-0.044547815365647,0.9900205080581533
2024-02-29,3342.6,-0.01268043703644639,-1,1.0,2.0,0.001,-0.013680437036446391,0.9764765948328731
2024-03-01,3436.26,0.028020104110572763,1,-1.0,2.0,0.001,-0.029020104110572764,0.9481391423892855
2024-03-02,3421.49,-0.0042982777787479165,-1,1.0,2.0,0.001,-0.0052982777787479165,0.9431156378400033
2024-03-03,3489.54,0.019888995729930636,1,-1.0,2.0,0.001,-0.020888995729930637,0.9234148993083326
2024-03-04,3631.23,0.04060420571192758,1,1.0,2.0,0.001,0.039604205711927576,0.9599860129379989
