run,is_portfolio,mode,task,signal_source,price,stop_loss,take_profit,trailing_stop,trailing_atr_mult,atr_window,stop_priority,cost_bps,slippage_bps,execution_delay,vol_target,vol_lookback,max_leverage,portfolio_weighting,weight_lookback,model,input,wavelet_kernel,wavelet_ar_p,long_only,uses_proba_signal,uses_stop_loss,uses_take_profit,uses_trailing_stop,uses_trailing_atr,uses_vol_target,uses_hmm,uses_fft,uses_wavelet,uses_dmd,uses_neural_net,t_n_trades,t_n_wins,t_n_losses,t_n_breakeven,t_win_rate,t_win_loss_ratio,t_avg_win,t_avg_loss,t_profit_factor,t_expectancy,t_median_trade_return,run_dir,asset,m_start,m_end,m_n_bars,m_total_return,m_cagr,m_max_drawdown,m_ann_factor,m_sharpe,m_avg_bar_return,m_vol_bar,m_turnover_sum,m_n_position_changes,feature_combo
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_baseline,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,,,False,False,False,False,False,False,False,False,False,False,False,False,31,17,14,0,0.5483870967741935,1.2142857142857142,0.008683118381243993,-0.004781350124009455,2.205190235463172,0.0026023906691940487,0.0005945702312111223,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_baseline,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.026982662512391675,0.0053723959227631735,-0.09874610884508861,258.99545454545455,0.14698796162471225,2.4199828126615954e-05,0.002649577244725714,63.0,35,rf
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_fft,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,,,False,False,False,False,False,False,True,False,True,False,False,False,439,221,217,1,0.5034168564920274,1.0184331797235022,0.0033258778558539048,-0.0033316130710288965,1.0166799949140606,2.7469179340415498e-05,1.7174900600380738e-05,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_fft,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.03312502519593363,0.0065795924472884515,-0.1300685688142189,258.99545454545455,0.13989247850432182,3.216863408468148e-05,0.0037007038081141395,119.19940948802655,443,rf+fft+vol_target
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_morlet,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,cwt_morlet,,False,False,False,False,False,False,True,False,False,True,False,False,418,214,203,1,0.5119617224880383,1.0541871921182266,0.003330074033965752,-0.0033268959017077773,1.0551942408568105,8.917697421529213e-05,0.00013267581297815578,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_morlet,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.06824425169527237,0.013373760744954888,-0.12506976475053277,258.99545454545455,0.25892522202626794,5.773244510971595e-05,0.0035883241258786464,124.1040244358895,424,rf+wv_morlet+vol_target
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_morlet_ar5,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,cwt_morlet,5.0,False,False,False,False,False,False,True,False,False,True,False,False,418,214,203,1,0.5119617224880383,1.0541871921182266,0.003330074033965752,-0.0033268959017077773,1.0551942408568105,8.917697421529213e-05,0.00013267581297815578,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_morlet_ar5,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.06824425169527237,0.013373760744954888,-0.12506976475053277,258.99545454545455,0.25892522202626794,5.773244510971595e-05,0.0035883241258786464,124.1040244358895,424,rf+wv_morlet_ar5+vol_target
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_ricker,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,cwt_ricker,,False,False,False,False,False,False,True,False,False,True,False,False,391,193,197,1,0.4936061381074169,0.9796954314720813,0.0032216536973245667,-0.0033744013313592148,0.9353479622362164,-0.00010991789947346276,-3.457426119135576e-05,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_ricker,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,-0.051563513589068855,-0.010597169590792266,-0.17279802545029832,258.99545454545455,-0.16367359320789635,-3.515681928018364e-05,0.003456822107820458,126.71026484430979,405,rf+wv_ricker+vol_target
bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_ricker_ar5,False,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,cwt_ricker,5.0,False,False,False,False,False,False,True,False,False,True,False,False,391,193,197,1,0.4936061381074169,0.9796954314720813,0.0032216536973245667,-0.003371988748975653,0.9360171827420313,-0.00010870235285054292,-3.457426119135576e-05,bt_eurusd_sweep5y_kernelcmp3_EURUSD=X_rf_wv_cwt_ricker_ar5,EURUSD=X,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,-0.05698509576981481,-0.011737940139832537,-0.17752659035617602,258.99545454545455,-0.18458364578742378,-3.961959321223507e-05,0.0034543223581446,121.20838660788866,404,rf+wv_ricker_ar5+vol_target
