Date,Open,High,Low,Close,Volume
2025-03-26,125.84,127.34,125.1255,126.61,6053685.0
2025-03-27,127.17,131.93,126.656,131.35,8441445.0
2025-03-28,131.255,133.46,130.75,130.82,6708581.0
2025-03-31,130.81,133.2,130.64,132.65,9669848.0
2025-04-01,132.475,132.63,131.08,131.69,4229092.0
2025-04-02,130.64,132.13,129.7612,131.93,4236241.0
2025-04-03,131.91,133.64,131.48,131.63,6239225.0
2025-04-04,131.23,132.4,124.0,124.44,10776860.0
2025-04-07,122.295,126.5,120.47,124.86,10371338.0
2025-04-08,127.07,127.96,122.06,123.95,9880098.0
2025-04-09,121.625,127.76,120.85,127.04,10179195.0
2025-04-10,126.0,126.82,122.02,124.5,11089353.0
2025-04-11,126.055,128.52,124.04,126.88,7357019.0
2025-04-14,127.0,128.4999,126.84,127.96,6988891.0
2025-04-15,127.62,128.49,125.595,126.22,8639428.0
2025-04-16,129.695,134.16,129.01,129.7,13483166.0
2025-04-17,130.375,132.71,129.66,130.98,10474476.0
2025-04-21,130.97,131.96,128.5105,129.89,6046937.0
2025-04-22,129.93,132.03,129.93,131.73,5837131.0
2025-04-23,132.21,132.89,127.13,129.84,8777184.0
2025-04-24,129.87,130.2,128.03,129.38,6595544.0
2025-04-25,129.27,129.53,127.235,128.85,4849389.0
2025-04-28,129.195,130.12,128.52,129.53,3843266.0
2025-04-29,128.89,131.27,128.8,130.5,4315327.0
2025-04-30,130.54,131.266,128.68,130.75,8510507.0
2025-05-01,129.5,131.63,128.0,130.88,6769116.0
2025-05-02,131.91,136.8,131.33,132.82,9801692.0
2025-05-05,132.885,133.06,131.45,132.6,5752256.0
2025-05-06,131.95,133.6,130.7,133.06,6290467.0
2025-05-07,133.5,134.43,132.4312,133.95,4925233.0
2025-05-08,133.265,135.22,133.08,134.0,5994453.0
2025-05-09,133.975,134.97,133.19,133.24,4976167.0
2025-05-12,131.79,133.66,130.1017,131.99,5958544.0
2025-05-13,131.495,131.75,128.92,129.05,6344898.0
2025-05-14,129.125,130.14,128.19,128.56,5267034.0
2025-05-15,128.85,133.425,128.85,133.35,8406704.0
2025-05-16,133.145,135.29,132.77,134.8,7129033.0
2025-05-19,134.99,135.69,134.53,135.55,8012873.0
2025-05-20,135.0,135.83,134.541,135.2,6455398.0
2025-05-21,135.0,136.17,133.02,133.05,7209230.0
2025-05-22,132.46,132.88,131.17,131.5,6277122.0
2025-05-23,131.4,132.17,130.43,131.3,6145051.0
2025-05-27,131.85,133.84,131.527,132.94,5591079.0
2025-05-28,133.105,133.6,131.84,132.02,3622453.0
2025-05-29,131.73,133.055,131.35,132.85,3078291.0
2025-05-30,132.88,134.125,131.74,133.58,14236848.0
2025-06-02,132.7,133.74,131.88,133.57,4464080.0
2025-06-03,133.12,133.97,131.61,133.71,5915147.0
2025-06-04,134.41,134.8687,132.94,132.96,4057040.0
2025-06-05,133.39,134.38,132.19,133.94,5587108.0
2025-06-06,134.79,135.22,133.1,133.58,3868057.0
2025-06-09,133.02,134.29,130.825,133.4,6630521.0
2025-06-10,133.45,134.8495,133.33,134.13,3579575.0
2025-06-11,133.98,135.35,132.93,135.28,4100545.0
2025-06-12,135.545,136.89,135.455,136.45,5089115.0
2025-06-13,135.78,137.06,135.25,135.62,3928913.0
2025-06-16,135.56,136.41,133.305,134.01,5084093.0
2025-06-17,133.695,134.01,132.15,132.28,5010926.0
2025-06-18,132.95,133.37,131.6,132.41,4950836.0
2025-06-20,133.66,133.68,131.99,132.99,11338182.0
2025-06-23,133.065,133.47,132.11,133.26,4887246.0
2025-06-24,133.32,139.06,132.38,138.08,9894809.0
2025-06-25,137.87,138.84,136.64,137.4,5507492.0
2025-06-26,137.325,137.54,132.71,133.67,9452900.0
2025-06-27,133.29,134.91,132.88,134.38,9513538.0
2025-06-30,134.01,136.26,134.0,136.01,5749700.0
2025-07-01,135.54,137.0836,134.81,136.26,5337856.0
2025-07-02,135.27,136.34,133.8406,134.11,4319684.0
2025-07-03,134.7,135.2443,133.2,134.44,3114335.0
2025-07-07,134.685,134.91,132.85,133.7,8927599.0
2025-07-08,133.24,134.73,132.85,133.36,4782570.0
2025-07-09,133.47,133.77,131.47,133.22,4613933.0
2025-07-10,133.14,135.05,133.01,133.6,4857081.0
2025-07-11,133.27,133.58,131.26,132.02,4661568.0
2025-07-14,132.02,133.09,131.71,132.03,4881683.0
2025-07-15,131.895,132.44,130.3,131.49,5084847.0
2025-07-16,132.12,133.025,130.31,131.74,9892958.0
2025-07-17,126.65,126.86,119.77,120.51,27560609.0
2025-07-18,122.63,125.63,122.27,123.67,19571878.0
2025-07-21,123.53,126.03,121.6,124.42,10307985.0
2025-07-22,124.33,126.38,124.23,125.73,7098443.0
2025-07-23,126.32,127.04,123.25,125.83,6439582.0
2025-07-24,125.28,125.98,124.695,125.64,4708230.0
2025-07-25,125.77,126.725,125.45,126.54,4741277.0
2025-07-28,126.15,126.99,125.625,126.35,8168448.0
2025-07-29,126.1,128.1,125.47,128.01,5834139.0
2025-07-30,128.01,129.7,127.08,128.55,5359672.0
2025-07-31,127.54,129.15,125.81,126.19,6722644.0
2025-08-01,125.47,127.77,125.47,127.29,5453261.0
2025-08-04,127.45,130.13,127.45,129.93,5671459.0
2025-08-05,129.91,131.48,129.25,130.69,5355471.0
2025-08-06,130.08,131.72,129.81,130.93,5170125.0
2025-08-07,131.16,132.5,130.73,132.06,4690729.0
2025-08-08,131.8,134.71,131.75,134.28,4985614.0
2025-08-11,134.08,134.35,130.55,131.36,7125727.0
2025-08-12,131.74,131.89,129.62,131.02,5657521.0
2025-08-13,131.12,131.65,128.33,129.4,6723933.0
2025-08-14,129.105,130.14,128.53,129.28,9688357.0
2025-08-15,129.92,132.35,129.665,131.75,6784760.0
2025-08-18,131.65,132.3,130.16,130.27,3831433.0
2025-08-19,129.92,131.72,128.68,131.25,4845734.0
2025-08-20,132.05,133.81,131.72,132.44,3639871.0
2025-08-21,132.22,133.2,131.75,132.0,3980063.0
2025-08-22,132.56,133.62,131.34,132.59,4130380.0
2025-08-25,132.72,132.96,131.49,131.87,4705847.0
2025-08-26,131.8,132.35,131.38,131.59,6076566.0
2025-08-27,131.47,131.75,130.5616,131.46,4759172.0
2025-08-28,130.92,131.635,130.14,131.37,4674999.0
2025-08-29,132.015,132.845,131.17,132.66,4430659.0
2025-09-02,132.685,133.395,130.84,131.46,5779158.0
2025-09-03,131.15,132.19,130.21,132.18,4806505.0
2025-09-04,132.18,133.84,131.7,132.81,5073766.0
2025-09-05,132.515,134.325,132.445,132.94,3286917.0
2025-09-08,132.26,133.09,131.61,132.2,5070307.0
2025-09-09,132.025,133.1679,131.645,131.95,4641401.0
2025-09-10,131.85,131.85,127.445,129.36,7397214.0
2025-09-11,129.69,132.68,129.3975,132.65,5578384.0
2025-09-12,131.6,134.96,131.4,133.73,5700367.0
2025-09-15,133.88,134.345,130.96,131.33,4057870.0
2025-09-16,131.755,133.66,131.2,132.76,5401591.0
2025-09-17,132.71,134.22,132.71,134.17,5113326.0
2025-09-18,134.09,134.78,132.095,134.57,5891931.0
2025-09-19,134.7,136.73,133.72,136.04,11547416.0
2025-09-22,135.33,137.49,134.95,136.62,4837228.0
2025-09-23,136.28,136.88,135.041,135.89,5136718.0
2025-09-24,136.0779,136.83,133.79,133.89,3932420.0
2025-09-25,134.43,134.43,131.18,133.31,4963374.0
2025-09-26,133.98,134.2,133.1,133.55,4182140.0
2025-09-29,133.01,133.5,131.71,133.11,4351894.0
2025-09-30,132.73,134.5,132.18,133.94,7538490.0
2025-10-01,134.8,135.45,129.08,133.47,10614091.0
2025-10-02,132.42,133.3938,130.51,132.99,5916689.0
2025-10-03,133.25,135.365,132.79,134.59,5362213.0
2025-10-06,134.315,135.24,133.45,133.74,6745885.0
2025-10-07,134.085,134.085,131.93,133.02,4816431.0
2025-10-08,132.81,134.72,132.17,134.27,6654832.0
2025-10-09,134.315,135.125,133.0,133.31,3237667.0
2025-10-10,134.19,134.5,132.045,132.57,5654455.0
2025-10-13,132.0,132.76,130.87,131.38,4008306.0
2025-10-14,131.46,133.34,131.23,133.27,8147880.0
2025-10-15,128.01,131.475,125.74,129.45,14906379.0
2025-10-16,129.53,131.16,126.87,127.63,9768055.0
2025-10-17,127.86,129.26,127.21,128.54,6806829.0
2025-10-20,128.44,129.815,128.13,129.51,5810257.0
2025-10-21,129.01,129.3,127.51,127.54,4934677.0
2025-10-22,127.62,128.9379,127.11,127.95,6186776.0
2025-10-23,128.02,128.7716,126.065,126.34,6700553.0
2025-10-24,126.5,128.11,125.0,126.85,5071111.0
2025-10-27,126.06,127.66,125.15,127.18,6254193.0
2025-10-28,127.0,128.45,126.19,126.61,4763022.0
2025-10-29,126.17,126.55,124.12,124.43,5182320.0
2025-10-30,124.85,126.43,124.3287,124.67,4877398.0
2025-10-31,124.0,124.325,122.61,123.62,7045258.0
2025-11-03,123.71,124.055,122.44,123.84,5833267.0
2025-11-04,124.295,125.8499,123.84,125.8,5607685.0
2025-11-05,125.89,126.71,123.92,124.54,4597534.0
2025-11-06,123.85,125.0,123.35,124.95,4714711.0
2025-11-07,125.89,126.62,124.65,126.36,5458532.0
2025-11-10,125.42,126.15,124.55,125.89,4251947.0
2025-11-11,126.625,127.15,125.77,127.0,5294263.0
2025-11-12,126.94,129.0799,126.55,128.82,4979862.0
2025-11-13,128.51,129.59,128.0,129.26,5182499.0
2025-11-14,129.285,130.96,128.77,130.59,6998982.0
2025-11-17,130.675,131.925,129.95,130.03,5816766.0
2025-11-18,130.74,132.025,129.29,130.0,6774995.0
2025-11-19,129.89,131.49,124.58,126.15,10296518.0
2025-11-20,122.5,125.7225,122.095,123.97,11653961.0
2025-11-21,124.68,128.715,123.885,128.11,9400951.0
2025-11-24,127.675,129.52,126.72,127.19,14041294.0
2025-11-25,127.29,128.81,126.23,128.05,8035503.0
2025-11-26,128.075,129.015,127.02,128.54,5474238.0
2025-11-28,128.16,129.39,128.0,128.9,2572367.0
2025-12-01,128.745,129.85,127.96,128.01,5767009.0
2025-12-02,128.445,128.99,125.64,126.32,5479989.0
2025-12-03,126.28,127.565,125.21,125.29,4918925.0
2025-12-04,125.3,125.57,124.06,125.4,5227065.0
2025-12-05,125.55,126.05,124.64,125.08,4361096.0
2025-12-08,124.62,124.62,121.713,122.09,6392092.0
2025-12-09,122.83,123.23,121.06,121.25,5229193.0
2025-12-10,121.26,123.09,120.7,122.55,6716496.0
2025-12-11,123.025,124.24,122.63,123.28,5390007.0
2025-12-12,123.47,125.58,122.91,125.46,4765258.0
2025-12-15,125.725,129.64,125.2,128.47,7715980.0
2025-12-16,128.41,128.6,126.3,126.86,5764192.0
2025-12-17,126.75,127.67,125.94,126.71,8049064.0
2025-12-18,126.575,127.575,124.93,125.12,5891883.0
2025-12-19,125.04,126.13,123.76,125.45,14795717.0
2025-12-22,125.085,127.24,124.77,125.2,5057974.0
2025-12-23,125.0,125.18,123.85,124.54,7534879.0
2025-12-24,124.09,125.3268,124.0,124.81,1632214.0
2025-12-26,124.99,125.185,124.26,124.84,2120811.0
2025-12-29,125.27,125.49,124.49,124.57,4469041.0
2025-12-30,124.425,126.2,124.36,125.78,5271167.0
2025-12-31,125.8,126.2413,125.24,125.29,3157254.0
2026-01-02,124.7,125.25,123.64,124.19,5014256.0
2026-01-05,123.63,126.56,122.5,126.45,6548712.0
2026-01-06,126.84,129.455,126.55,127.78,8327529.0
2026-01-07,128.45,128.6,126.27,127.04,6632314.0
2026-01-08,127.1,128.1,126.06,126.18,4344599.0
2026-01-09,126.42,127.14,125.23,125.77,1618738.0
