Date,Open,High,Low,Close,Volume,wb_US_FP.CPI.TOTL.ZG
2025-01-10,346.54,353.24,346.07,349.51,971286.0,
2025-01-13,349.67,356.27,347.74,354.68,1171967.0,
2025-01-14,357.145,363.08,354.12,362.65,1077494.0,
2025-01-15,365.84,366.63,361.1,361.18,909141.0,
2025-01-16,362.04,368.92,361.72,368.11,728519.0,
2025-01-17,368.4,369.055,364.87,366.17,859980.0,
2025-01-21,368.0,369.485,364.17,368.08,1338452.0,
2025-01-22,367.43,370.78,365.15,367.31,885309.0,
2025-01-23,368.71,368.71,360.75,364.67,1443239.0,
2025-01-24,364.105,369.35,363.19,369.16,1055176.0,
2025-01-27,370.08,377.65,368.919,376.8,1253543.0,
2025-01-28,374.605,377.62,370.27,371.48,1099896.0,
2025-01-29,370.425,371.51,366.35,366.74,952542.0,
2025-01-30,369.58,372.16,365.39,372.15,2370218.0,
2025-01-31,373.1,378.52,369.29,370.82,1351224.0,
2025-02-03,370.365,375.92,365.44,374.88,1337141.0,
2025-02-04,376.29,378.755,375.6,377.46,964924.0,
2025-02-05,380.0,383.25,377.87,382.39,962254.0,
2025-02-06,384.0,385.5599,383.29,384.72,828684.0,
2025-02-07,383.78,387.48,383.365,386.51,851554.0,
2025-02-10,386.055,387.0,383.12,385.6,686394.0,
2025-02-11,385.94,386.625,381.935,384.2,1040749.0,
2025-02-12,383.2,387.86,382.24,386.74,818150.0,
2025-02-13,386.555,390.77,384.51,390.29,573587.0,
2025-02-14,390.99,391.405,386.55,386.99,740415.0,
2025-02-18,385.0,392.72,385.0,391.09,1029709.0,
2025-02-19,391.83,395.65,391.145,394.87,854254.0,
2025-02-20,393.99,394.0,388.37,393.07,667978.0,
2025-02-21,392.27,393.77,388.54,389.56,1751244.0,
2025-02-24,390.225,396.145,388.5093,392.18,1280302.0,
2025-02-25,392.07,398.1,392.005,397.57,1530355.0,
2025-02-26,396.29,400.22,395.01,399.23,1504213.0,
2025-02-27,398.695,408.26,397.85,404.0,1095475.0,
2025-02-28,407.0,409.99,400.09,409.12,1642064.0,
2025-03-03,410.495,412.97,405.73,409.32,2089290.0,
2025-03-04,410.27,411.18,403.8,404.68,1484243.0,
2025-03-05,400.5,407.0,397.3,404.07,1459247.0,
2025-03-06,403.02,403.83,398.9354,401.6,907910.0,
2025-03-07,400.55,403.83,398.34,403.09,1300602.0,
2025-03-10,402.53,407.065,396.3031,398.99,2097626.0,
2025-03-11,399.34,401.6275,395.58,399.74,1770444.0,
2025-03-12,398.87,399.71,392.25,398.29,1573996.0,
2025-03-13,398.62,400.48,392.85,394.2,918445.0,
2025-03-14,395.195,399.77,392.24,398.79,742894.0,
2025-03-17,398.0,398.0,387.16,390.98,1825638.0,
2025-03-18,390.285,391.98,387.7,390.05,1584644.0,
2025-03-19,390.045,391.83,387.8,390.38,933334.0,
2025-03-20,389.64,395.345,388.74,393.17,855440.0,
2025-03-21,392.655,395.0,388.94,390.35,1359846.0,
2025-03-24,391.35,394.85,391.0513,393.15,1143649.0,
2025-03-25,392.55,398.55,392.55,396.14,839243.0,
2025-03-26,397.855,399.43,394.77,396.73,884114.0,
2025-03-27,397.59,400.07,395.4175,399.54,1528083.0,
2025-03-28,397.7,402.49,393.85,394.55,1142323.0,
2025-03-31,397.0,401.0,394.24,399.09,1339063.0,
2025-04-01,398.46,401.0328,395.7,398.81,765661.0,
2025-04-02,395.425,397.88,390.23,396.03,1013877.0,
2025-04-03,393.545,400.59,391.38,394.29,1219152.0,
2025-04-04,390.6,395.75,373.77,375.76,2392129.0,
2025-04-07,371.64,375.96,358.5,364.35,1861946.0,
2025-04-08,373.77,376.39,355.2,360.23,1950423.0,
2025-04-09,357.52,374.77,351.36,373.37,2952430.0,
2025-04-10,366.83,373.94,362.785,369.02,1427720.0,
2025-04-11,371.49,377.195,365.34,376.3,1759625.0,
2025-04-14,378.05,387.69,378.05,384.34,1536734.0,
2025-04-15,384.09,386.45,378.86,379.11,845570.0,
2025-04-16,380.085,382.32,371.25,372.82,978213.0,
2025-04-17,374.11,374.11,362.265,367.41,1562804.0,
2025-04-21,365.55,365.75,351.18,355.95,1363913.0,
2025-04-22,359.55,369.585,357.73,368.52,1811360.0,
2025-04-23,370.03,371.73,365.89,368.83,1145316.0,
2025-04-24,367.38,367.38,363.13,365.05,1889919.0,
2025-04-25,341.5,346.51,323.73,335.85,5318005.0,
2025-04-28,334.67,346.34,334.67,343.47,2943951.0,
2025-04-29,342.175,350.26,340.03,349.9,2571599.0,
2025-04-30,348.18,355.68,345.9,354.79,1752399.0,
2025-05-01,352.0,356.61,351.18,351.54,1198063.0,
2025-05-02,356.54,358.0,352.68,356.25,1114571.0,
2025-05-05,356.385,357.72,351.68,355.49,1153013.0,
2025-05-06,355.77,360.26,352.11,357.93,1893781.0,
2025-05-07,358.96,361.69,358.19,359.72,1201822.0,
2025-05-08,360.39,363.61,357.0,357.11,1181567.0,
2025-05-09,358.59,358.59,352.545,354.32,747859.0,
2025-05-12,354.765,355.095,347.75,353.57,1288112.0,
2025-05-13,357.04,360.22,354.91,355.07,1333207.0,
2025-05-14,354.995,355.615,347.42,352.22,1528120.0,
2025-05-15,354.65,358.99,353.15,358.59,1135575.0,
2025-05-16,358.53,362.27,357.7,361.92,1096949.0,
2025-05-19,361.61,365.31,360.3,364.96,1140124.0,
2025-05-20,363.915,364.8,361.87,362.43,678066.0,
2025-05-21,360.86,362.21,357.3467,358.06,910028.0,
2025-05-22,357.055,358.43,352.855,355.33,811624.0,
2025-05-23,354.18,357.28,351.895,356.54,1087375.0,
2025-05-27,358.7,366.23,357.2062,365.06,1076859.0,
2025-05-28,365.155,366.14,360.7742,361.32,832605.0,
2025-05-29,360.65,366.92,359.26,366.92,1272319.0,
2025-05-30,365.72,372.99,365.54,372.08,1849194.0,
2025-06-02,368.08,376.57,367.94,376.16,1240863.0,
2025-06-03,377.065,379.91,371.5,374.48,1169153.0,
2025-06-04,374.87,376.17,370.305,372.62,852260.0,
2025-06-05,372.3,372.3,366.99,370.49,1177787.0,
2025-06-06,372.41,374.6132,370.0301,371.09,705574.0,
2025-06-09,369.7,369.84,351.49,353.83,1898817.0,
2025-06-10,356.175,357.89,350.67,351.71,1108567.0,
2025-06-11,350.13,352.045,347.42,349.48,1616664.0,
2025-06-12,350.75,356.11,349.75,355.78,1366409.0,
2025-06-13,353.41,356.25,352.41,353.0,1025291.0,
2025-06-16,353.77,355.79,349.39,350.04,1694077.0,
2025-06-17,348.54,351.59,346.695,350.81,1171341.0,
2025-06-18,349.98,353.425,347.75,350.83,1035597.0,
2025-06-20,352.365,357.19,351.46,354.7,1775274.0,
2025-06-23,354.095,360.38,353.44,359.95,1176587.0,
2025-06-24,359.94,361.47,355.17,360.68,1270001.0,
2025-06-25,358.075,360.5,354.425,354.46,1074106.0,
2025-06-26,354.46,356.76,352.0,353.55,1056830.0,
2025-06-27,353.15,356.675,351.12,352.73,4487855.0,
2025-06-30,352.31,357.53,351.21,356.76,1029212.0,
2025-07-01,356.24,359.065,353.44,356.93,883242.0,
2025-07-02,355.66,358.6,345.78,351.55,1272554.0,
2025-07-03,351.535,356.31,351.4923,354.76,640714.0,
2025-07-07,354.7,356.19,351.54,353.23,1183263.0,
2025-07-08,351.535,357.02,348.0279,354.57,2507968.0,
2025-07-09,353.98,357.27,352.19,356.92,875084.0,
2025-07-10,357.0,359.88,355.705,359.0,1116755.0,
2025-07-11,358.05,360.57,355.1,355.67,857264.0,
2025-07-14,355.17,360.0,353.8262,359.82,764384.0,
2025-07-15,356.75,359.53,352.38,352.38,1104213.0,
2025-07-16,354.12,355.25,349.6401,354.56,1150957.0,
2025-07-17,353.125,356.49,351.35,354.63,1220240.0,
2025-07-18,354.965,358.5,352.4,356.11,1079879.0,
2025-07-21,356.15,356.61,350.75,350.91,1072337.0,
2025-07-22,351.97,355.815,351.6,354.22,1960917.0,
2025-07-23,355.465,357.43,351.16,357.28,1679588.0,
2025-07-24,356.36,359.7525,356.01,356.61,1515517.0,
2025-07-25,368.51,381.0,368.51,372.89,2251487.0,
2025-07-28,372.89,373.5468,367.565,369.16,1503381.0,
2025-07-29,368.565,369.16,352.025,354.03,2218368.0,
2025-07-30,355.84,359.53,353.73,355.34,1526215.0,
2025-07-31,353.72,360.17,352.91,355.71,1387431.0,
2025-08-01,354.38,356.68,351.44,353.46,1640942.0,
2025-08-04,354.195,360.88,351.575,360.4,1133741.0,
2025-08-05,360.91,364.13,359.78,361.6,1201492.0,
2025-08-06,363.33,364.335,358.32,363.68,931793.0,
2025-08-07,363.55,366.66,361.25,365.03,1843679.0,
2025-08-08,365.94,367.01,363.575,366.4,1095233.0,
2025-08-11,365.965,370.335,365.46,368.09,1274729.0,
2025-08-12,368.655,368.655,360.25,363.81,2994305.0,
2025-08-13,366.39,372.46,365.59,370.92,1316792.0,
2025-08-14,371.04,372.04,365.135,366.35,1292984.0,
2025-08-15,367.98,370.7,365.21,367.01,1181068.0,
