Date,Open,High,Low,Close,Volume
2025-09-29,4145.33,4237.67,4084.97,4218.01,21726.84825565
2025-09-30,4218.01,4246.0,4093.11,4146.97,35033.02446656
2025-10-01,4146.98,4359.72,4124.4,4350.03,29073.31194622
2025-10-02,4349.96,4530.85,4336.22,4487.47,32776.89856049
2025-10-03,4487.48,4593.82,4430.88,4514.89,35317.95354726
2025-10-04,4514.89,4520.0,4442.55,4489.0,14091.77128201
2025-10-05,4489.0,4616.47,4472.49,4516.68,22569.8121634
2025-10-06,4516.68,4759.01,4491.44,4688.96,44942.59095068
2025-10-07,4687.59,4757.08,4435.01,4450.01,43032.90671788
2025-10-08,4450.01,4558.2,4414.17,4526.57,18580.10900842
2025-10-09,4526.58,4528.47,4269.2,4370.28,35929.19076205
2025-10-10,4370.28,4395.0,3423.26,3837.22,132001.7663482
2025-10-11,3837.11,3883.3,3650.0,3749.47,32571.61542712
2025-10-12,3750.02,4200.0,3700.0,4156.74,64164.86926318
2025-10-13,4156.74,4293.6,4042.17,4244.36,35145.60603277
2025-10-14,4244.36,4264.58,3890.78,4125.99,59476.16484645
2025-10-15,4125.99,4216.33,3932.0,3987.78,22055.55541692
2025-10-16,3987.78,4087.62,3828.0,3895.24,30292.7230202
2025-10-17,3895.24,3949.0,3677.0,3833.11,30698.31567156
2025-10-18,3833.11,3929.2,3821.43,3889.37,7962.64852878
2025-10-19,3889.37,4028.63,3826.4,3984.67,19463.65152194
2025-10-20,3984.47,4085.3,3909.93,3981.32,19184.10595721
2025-10-21,3981.32,4110.0,3842.0,3874.68,27378.91471289
2025-10-22,3874.69,3891.38,3708.51,3805.71,23651.30898938
2025-10-23,3805.71,3933.0,3797.77,3858.33,12330.0718371
2025-10-24,3858.34,4021.75,3850.0,3935.68,15595.79038715
2025-10-25,3935.68,3968.91,3914.34,3954.29,6398.61014376
2025-10-26,3954.29,4177.73,3916.74,4158.73,21125.78723594
2025-10-27,4158.83,4252.57,4095.47,4118.66,24468.44344254
2025-10-28,4118.66,4174.82,3926.42,3980.25,30960.94808476
2025-10-29,3980.15,4035.79,3840.0,3902.54,32679.24745774
2025-10-30,3902.54,3948.66,3678.76,3802.67,34893.75741998
2025-10-31,3803.69,3900.0,3796.49,3846.73,15811.4862328
2025-11-01,3846.73,3881.41,3830.69,3872.37,6061.64651082
2025-11-02,3872.37,3916.6,3837.92,3907.44,6173.84733877
2025-11-03,3906.81,3913.33,3558.19,3601.99,40458.0743398
2025-11-04,3601.99,3649.9,3058.27,3288.88,74643.28172729
2025-11-05,3286.58,3480.0,3168.13,3424.01,39185.08980965
2025-11-06,3424.01,3454.94,3243.78,3313.54,26409.95548581
2025-11-07,3313.53,3488.32,3178.39,3433.9,96651.64758615
2025-11-08,3434.51,3485.22,3356.95,3400.21,10474.0316675
2025-11-09,3400.21,3621.0,3360.0,3584.2,24297.31626342
2025-11-10,3584.21,3658.0,3508.0,3565.64,33867.64543702
2025-11-11,3566.47,3644.2,3404.17,3414.42,33968.15847659
2025-11-12,3416.34,3586.3,3372.02,3413.51,26839.60831944
2025-11-13,3414.75,3561.69,3153.33,3230.34,44868.13615712
2025-11-14,3230.24,3252.0,3067.18,3109.23,58982.09457119
2025-11-15,3109.81,3227.5,3109.81,3167.37,14057.54959132
2025-11-16,3167.37,3244.75,3003.32,3093.51,30206.85567438
2025-11-17,3092.44,3217.79,2955.78,3025.5,34962.0608538
2025-11-18,3026.65,3168.86,2941.02,3122.0,43756.47394556
2025-11-19,3121.81,3123.16,2870.83,3022.4,52001.59895066
2025-11-20,3022.4,3058.46,2788.37,2830.0,43132.2473082
2025-11-21,2830.95,2881.24,2621.08,2765.39,45681.70906242
2025-11-22,2765.39,2797.32,2704.51,2767.09,6962.53498869
2025-11-23,2767.09,2856.78,2767.08,2801.0,11792.90653389
2025-11-24,2801.0,2983.98,2762.75,2951.88,22346.21426151
2025-11-25,2951.88,2977.85,2856.2,2959.04,22133.71475348
2025-11-26,2959.04,3044.02,2888.11,3026.95,28108.61947289
2025-11-27,3026.95,3070.59,2986.2,3014.85,10653.44095957
2025-11-28,3014.85,3097.0,2995.62,3032.32,13157.22527129
2025-11-29,3032.33,3052.04,2964.9,2990.01,7456.26655312
2025-11-30,2990.01,3052.2,2977.36,2991.95,7419.65171797
2025-12-01,2992.16,2996.68,2718.8,2799.79,49179.38203832
2025-12-02,2799.8,3034.42,2784.31,2997.97,26073.42022328
2025-12-03,2997.97,3213.0,2986.81,3189.39,30837.58301078
2025-12-04,3189.14,3239.96,3069.6,3133.94,29031.86227151
2025-12-05,3133.95,3192.73,2985.0,3023.8,25915.39266655
2025-12-06,3023.8,3069.61,3012.87,3040.62,5928.65290106
2025-12-07,3040.57,3149.11,2914.0,3060.35,17037.3830401
2025-12-08,3060.19,3179.21,3042.24,3124.35,23079.79665474
2025-12-09,3124.35,3396.98,3091.74,3318.37,42587.41106955
2025-12-10,3318.37,3448.32,3289.82,3324.64,44390.89126879
2025-12-11,3324.8,3327.67,3146.51,3236.85,40659.41144982
2025-12-12,3237.17,3266.0,3046.15,3085.09,31634.82058594
2025-12-13,3085.23,3135.0,3078.83,3115.15,9109.74933775
2025-12-14,3115.0,3129.0,3026.11,3062.77,23134.98621619
2025-12-15,3063.51,3175.7,2894.06,2964.51,41002.61711673
2025-12-16,2964.75,2980.81,2875.91,2961.9,26976.25378803
2025-12-17,2961.9,3028.78,2790.66,2833.01,45806.76927186
2025-12-18,2832.46,2993.92,2775.0,2826.65,56208.14177952
2025-12-19,2827.19,3016.58,2807.51,2977.94,40968.60150326
2025-12-20,2977.94,2992.0,2965.91,2977.08,10118.90063902
2025-12-21,2977.08,3012.11,2944.28,3001.35,27591.86823606
2025-12-22,3001.36,3075.51,2963.26,3007.03,27858.83080499
2025-12-23,3007.29,3032.8,2900.35,2963.44,20946.68264799
2025-12-24,2963.44,2976.12,2888.0,2945.49,15426.89606787
2025-12-25,2945.42,2968.66,2890.0,2902.89,8474.79039716
2025-12-26,2902.88,2990.83,2893.72,2925.71,22126.58054645
2025-12-27,2925.72,2958.0,2916.37,2947.1,6742.19639745
2025-12-28,2946.85,2957.25,2923.7,2948.59,8796.21768475
2025-12-29,2948.91,3053.42,2907.38,2934.84,37652.96039268
2025-12-30,2934.31,3004.08,2915.54,2970.49,33048.24581834
2025-12-31,2970.31,3023.0,2955.79,2967.13,16878.67450477
2026-01-01,2967.13,3006.0,2967.13,2999.8,9252.15614608
2026-01-02,3000.22,3147.65,2989.3,3124.04,33453.81358317
2026-01-03,3124.04,3135.3,3075.13,3125.5,15637.74766073
2026-01-04,3125.5,3164.79,3116.41,3143.42,11752.41165471
2026-01-05,3143.18,3264.6,3133.98,3224.67,31644.49754788
2026-01-06,3224.83,3308.21,3181.17,3295.29,26560.53317884
2026-01-07,3295.36,3295.36,3123.0,3166.37,19088.05814799
2026-01-08,3166.38,3180.0,3050.33,3103.77,21281.33657319
2026-01-09,3103.83,3145.45,3056.63,3068.15,17971.83670516
