Date,Open,High,Low,Close,Volume
2025-07-14,1.16684,1.16978,1.16546,1.16642,
2025-07-15,1.16643,1.16928,1.15931,1.16006,
2025-07-16,1.16006,1.1721,1.15627,1.16357,
2025-07-17,1.16353,1.16426,1.15608,1.15984,
2025-07-18,1.15986,1.16717,1.15986,1.16224,
2025-07-21,1.16349,1.17168,1.16149,1.16937,
2025-07-22,1.1693,1.17606,1.16791,1.17493,
2025-07-23,1.17509,1.17752,1.17112,1.17701,
2025-07-24,1.17706,1.17887,1.17311,1.17472,
2025-07-25,1.17476,1.1761,1.17044,1.17439,
2025-07-28,1.17614,1.17703,1.15855,1.15905,
2025-07-29,1.15899,1.15993,1.15194,1.15486,
2025-07-30,1.15481,1.15723,1.14012,1.14085,
2025-07-31,1.14085,1.14608,1.14063,1.14176,
2025-08-01,1.14171,1.15883,1.13917,1.15693,
2025-08-04,1.15917,1.15959,1.15503,1.15697,
2025-08-05,1.15697,1.15879,1.15281,1.15745,
2025-08-06,1.15748,1.16686,1.15649,1.16583,
2025-08-07,1.16583,1.16984,1.16113,1.16654,
2025-08-08,1.16659,1.16791,1.16295,1.16427,
2025-08-11,1.16465,1.16756,1.15904,1.16159,
2025-08-12,1.16172,1.16971,1.15989,1.16744,
2025-08-13,1.16748,1.17303,1.16708,1.17057,
2025-08-14,1.17057,1.17152,1.16311,1.16513,
2025-08-15,1.16511,1.17152,1.16464,1.17011,
2025-08-18,1.17142,1.17144,1.16562,1.16622,
2025-08-19,1.16618,1.1693,1.16402,1.16475,
2025-08-20,1.16474,1.16735,1.16223,1.16525,
2025-08-21,1.16528,1.16625,1.16015,1.1608,
2025-08-22,1.1607,1.17428,1.15832,1.17202,
2025-08-25,1.17228,1.17236,1.16032,1.16201,
2025-08-26,1.16196,1.16653,1.16028,1.16453,
2025-08-27,1.1644,1.1648,1.15747,1.16374,
2025-08-28,1.16381,1.16975,1.16296,1.16793,
2025-08-29,1.16794,1.17086,1.16518,1.16985,
2025-09-01,1.16896,1.17361,1.16869,1.17094,
2025-09-02,1.17088,1.17183,1.16131,1.16416,
2025-09-03,1.16414,1.1682,1.16086,1.16612,
2025-09-04,1.16613,1.16692,1.16304,1.16494,
2025-09-05,1.16499,1.17596,1.16487,1.17181,
2025-09-08,1.17192,1.17655,1.17039,1.17615,
