Date,Open,High,Low,Close,Volume
2025-09-15,115390.6,116700.0,114158.2,115374.9,1347.05158134
2025-09-16,115375.0,116961.3,114800.0,116764.2,1041.15556181
2025-09-17,116764.2,117291.9,114799.9,116469.0,1663.59699611
2025-09-18,116469.1,117920.0,116201.1,117135.7,1527.81928211
2025-09-19,117135.8,117441.2,115180.4,115677.2,731.0220763
2025-09-20,115677.2,116176.8,115511.0,115739.1,198.73713023
2025-09-21,115739.1,115874.6,115259.4,115298.9,339.56591394
2025-09-22,115299.0,115410.0,111730.3,112747.8,1845.8941639
2025-09-23,112747.8,113318.9,111557.0,112001.5,1221.74758455
2025-09-24,112001.5,113954.3,111111.0,113300.0,1184.7203654
2025-09-25,113300.0,113500.0,108680.5,109049.8,2101.93860055
2025-09-26,109049.8,110354.8,108677.5,109706.3,1454.36483037
2025-09-27,109706.4,109760.5,109177.6,109720.5,210.26162005
2025-09-28,109720.5,112367.8,109225.4,112127.8,610.65036389
2025-09-29,112127.8,114413.4,111628.0,114365.2,994.12194934
2025-09-30,114365.3,114798.0,112764.3,113995.0,1135.44627222
2025-10-01,113995.0,118708.6,113971.1,118599.9,1533.21740736
2025-10-02,118600.0,121008.9,118344.4,120649.9,1979.7734196
2025-10-03,120650.0,123930.9,119350.0,122259.5,2007.82821478
2025-10-04,122259.5,122843.7,121620.0,122426.4,641.28281174
2025-10-05,122426.4,125670.0,122250.0,123542.1,1545.18801848
2025-10-06,123542.1,126198.1,123144.1,124766.5,2341.31910603
2025-10-07,124765.9,125207.2,120694.6,121419.8,2070.45487331
2025-10-08,121419.8,124150.0,121104.2,123329.7,1020.41603294
2025-10-09,123329.8,123750.9,119750.0,121699.0,1924.89637846
2025-10-10,121699.0,122498.0,100000.0,113000.1,5796.16318469
2025-10-11,113000.0,113423.0,109760.0,110775.1,2186.21310184
2025-10-12,110775.2,115780.0,109694.9,115125.3,1868.03446925
2025-10-13,115125.3,115977.7,113705.8,115165.5,1579.52366955
2025-10-14,115176.9,115457.2,110000.0,113106.2,2781.92775819
2025-10-15,113106.3,113600.0,110252.0,110781.9,1561.98170243
2025-10-16,110781.9,111950.0,107483.0,108182.3,2981.42761229
2025-10-17,108182.3,109245.0,103583.2,106451.0,3500.65355169
2025-10-18,106451.0,107492.6,106365.2,107199.0,667.21371697
2025-10-19,107199.0,109444.0,106125.2,108669.8,1094.24797232
2025-10-20,108669.8,111700.1,107466.8,110574.4,2444.93609142
2025-10-21,110574.4,114000.0,107500.0,108406.1,2574.39483883
2025-10-22,108406.1,109156.4,106717.0,107644.1,2289.04304972
2025-10-23,107644.1,111296.0,107556.3,110080.0,1567.70405963
2025-10-24,110080.0,112400.0,109757.8,111000.0,1671.40522006
2025-10-25,111000.0,111925.9,110700.0,111645.2,592.60922744
2025-10-26,111645.2,115400.0,111274.3,114509.9,1123.19813736
2025-10-27,114510.0,116309.8,113801.4,114153.0,1240.02265074
2025-10-28,114153.1,116023.4,112278.2,112918.0,1429.37148677
2025-10-29,112918.0,113601.0,109251.0,110104.2,2290.14839646
2025-10-30,110104.2,111561.5,106280.5,108302.7,2746.36016547
2025-10-31,108302.7,111000.0,108302.6,109552.7,1397.85674081
2025-11-01,109552.7,110421.0,109370.0,110018.0,493.03956937
2025-11-02,110018.0,111058.9,109428.7,110589.6,1606.34489563
2025-11-03,110589.6,110699.6,105200.2,106538.3,3041.49432533
2025-11-04,106538.3,107258.7,98900.0,101537.3,4042.67872336
2025-11-05,101537.2,104499.9,98943.9,103900.0,2345.09075062
2025-11-06,103900.0,104115.9,100266.0,101290.1,1620.67070443
2025-11-07,101290.1,103995.0,99222.0,103279.9,4524.16031077
2025-11-08,103279.9,103320.0,101489.9,102282.1,689.5326863
2025-11-09,102282.1,105431.9,101430.0,104729.8,1150.90927058
2025-11-10,104729.9,106593.5,104300.0,105973.3,1420.28427243
2025-11-11,105973.3,107400.0,102469.8,103011.5,1263.88999948
2025-11-12,103011.5,105274.0,100796.0,101666.6,1526.21906105
2025-11-13,101666.7,103999.0,98000.0,99680.1,2416.1486576
2025-11-14,99680.1,99806.9,94000.0,94517.3,3754.7643923
2025-11-15,94500.1,96700.0,94478.5,95537.9,1370.48193522
2025-11-16,95538.0,96498.8,92890.6,94190.1,1369.02836588
2025-11-17,94190.1,95888.0,91150.0,92101.3,3115.7091102
2025-11-18,92101.3,93747.3,89251.9,92966.1,2990.39820727
2025-11-19,92966.1,92966.1,88547.0,91427.7,3784.02281506
2025-11-20,91427.7,93003.7,86000.0,86503.0,5152.09873658
2025-11-21,86503.0,87331.7,80595.2,85069.4,6608.84974064
2025-11-22,85069.4,85555.0,83432.8,84679.9,1599.92840458
2025-11-23,84679.9,88061.8,84679.8,86777.4,2076.34614304
2025-11-24,86777.5,89200.0,85250.0,88275.0,2265.94813353
2025-11-25,88275.0,88432.1,86100.0,87326.3,1646.42577746
2025-11-26,87326.4,90600.0,86299.5,90535.7,2015.49856533
2025-11-27,90535.7,91878.9,90088.8,91281.4,1551.69050701
2025-11-28,91281.4,93050.0,90250.0,90912.7,1616.69780823
2025-11-29,90912.7,91179.5,90247.4,90833.6,377.98142984
2025-11-30,90833.6,91928.1,90351.0,90373.9,546.48402173
2025-12-01,90373.9,90378.7,83870.8,86300.0,3761.14154886
2025-12-02,86300.0,92308.4,86203.8,91313.5,2388.52099006
2025-12-03,91313.5,94051.6,91033.4,93457.9,2163.37929928
2025-12-04,93458.0,94000.0,90924.8,92142.6,1479.64182353
2025-12-05,92142.6,92679.3,88095.2,89332.4,1629.54516777
2025-12-06,89332.4,90274.4,88999.9,89240.1,536.1612964
2025-12-07,89240.1,91713.7,87777.0,90435.1,894.06391491
2025-12-08,90435.1,92269.6,89615.8,90650.1,1726.41292912
2025-12-09,90650.1,94583.7,89545.1,92702.2,2110.94087663
2025-12-10,92702.2,94489.0,91599.0,92019.8,2098.01694668
2025-12-11,92019.8,93561.8,89281.4,92541.0,2303.45862775
2025-12-12,92541.0,92751.0,89500.0,90277.2,1638.12524986
2025-12-13,90277.2,90629.9,89797.1,90254.1,397.33060557
2025-12-14,90254.2,90467.7,87582.5,88163.0,1251.18023926
2025-12-15,88163.0,90038.8,85151.5,86434.3,2526.0594853
2025-12-16,86434.3,88121.3,85263.6,87840.7,2424.7891104
2025-12-17,87840.7,90318.3,85282.2,86207.8,3098.54777664
2025-12-18,86205.5,89437.1,84421.4,85462.5,3072.2876982
2025-12-19,85461.0,89335.0,85077.0,88105.2,2580.22787773
2025-12-20,88105.2,88513.3,87800.0,88338.1,589.89326073
2025-12-21,88338.1,89013.9,87601.8,88622.2,783.03583975
2025-12-22,88623.7,90552.6,87863.6,88544.2,2230.94698942
2025-12-23,88550.5,88888.8,86553.3,87416.4,1607.29163674
2025-12-24,87416.4,87973.3,86271.4,87613.7,1468.66888146
2025-12-25,87613.7,88547.9,86944.9,87198.0,574.28492676
2025-12-26,87183.0,89484.6,86611.7,87303.6,1634.02144466
2025-12-27,87303.6,87913.3,87177.5,87802.6,416.75063851
2025-12-28,87814.4,87998.9,87364.3,87853.3,659.23011207
2025-12-29,87865.9,90298.9,86700.0,87135.1,2800.12927258
2025-12-30,87135.1,89298.0,86736.5,88401.9,1179.54982826
2025-12-31,88400.1,89067.4,87101.5,87500.1,1496.3046063
2026-01-01,87500.2,88779.3,87400.0,88731.8,1157.56340883
2026-01-02,88730.0,90900.0,88273.3,89934.0,1901.8826812
2026-01-03,89934.0,90677.5,89300.0,90590.1,1113.01038596
2026-01-04,90590.1,91768.3,90590.0,91507.0,843.08377896
2026-01-05,91507.0,94783.9,91489.5,93866.9,2070.65294098
2026-01-06,93866.9,94401.8,91230.8,93711.8,1922.19143894
2026-01-07,93711.8,93712.5,90591.9,91273.3,1459.64933288
2026-01-08,91273.3,91584.7,89225.0,91029.1,1420.71893835
2026-01-09,91029.1,91955.9,89603.4,90188.0,1358.94371482
