time,strategy_ret,equity,close
2025-07-14,0.0,1.0,1.0
2025-07-15,0.019554220257667027,1.019554220257667,1.019554220257667
2025-07-16,0.010188538667404878,1.029941987854278,1.029941987854278
2025-07-17,0.007646317916803758,1.0378172517292765,1.0378172517292765
2025-07-18,0.01249416509062549,1.0507839118062812,1.0507839118062812
2025-07-19,0.003957132285684524,1.0549420027489678,1.0549420027489678
2025-07-20,0.01342370589288418,1.06910323392792,1.06910323392792
2025-07-21,0.0007067066983406279,1.0698587763445546,1.0698587763445546
2025-07-22,0.00634418330179104,1.0766461565287142,1.0766461565287142
2025-07-23,-0.011237244946749731,1.0645476199468245,1.0645476199468245
2025-07-24,0.008844662328309142,1.0739631841776593,1.0739631841776593
2025-07-25,0.0032148575451412063,1.0774158228235167,1.0774158228235167
2025-07-26,0.0013481106887986798,1.0788682986105458,1.0788682986105458
2025-07-27,-0.01613748728924715,1.0614580751549465,1.0614580751549465
2025-07-28,0.007466561249313533,1.0693835168866692,1.0693835168866692
2025-07-29,0.0003275571736815662,1.0697338011290423,1.0697338011290423
2025-07-30,-0.0010539870148560024,1.0686063155932997,1.0686063155932997
2025-07-31,0.01595727882373815,1.0856583645240294,1.0856583645240294
2025-08-01,0.03158701572819202,1.1199510723596933,1.1199510723596933
2025-08-02,-0.011642423942065659,1.1069121271809108,1.1069121271809108
2025-08-03,0.015247889620329264,1.1237902011155692,1.1237902011155692
2025-08-04,0.023161780638424743,1.1498191832374192,1.1498191832374192
2025-08-05,-0.012415946906752148,1.1355430893059781,1.1355430893059781
2025-08-06,0.011681244137934439,1.1488076453613054,1.1488076453613054
2025-08-07,0.014616802922576886,1.1655995403095012,1.1655995403095012
2025-08-08,0.005480448731133588,1.1719875488312002,1.1719875488312002
2025-08-09,0.017316217710389326,1.1922819403806268,1.1922819403806268
2025-08-10,0.007024314831382753,1.2006569040976323,1.2006569040976323
2025-08-11,-0.0018416388449476089,1.1984457277035916,1.1984457277035916
2025-08-12,0.015030339924492951,1.2164587743720328,1.2164587743720328
2025-08-13,-0.029599404636187536,1.1804523188861542,1.1804523188861542
2025-08-14,0.007520695611336195,1.1893301414601931,1.1893301414601931
2025-08-15,0.016532464570422248,1.208992699886419,1.208992699886419
2025-08-16,0.0006645448783655255,1.20979612979311,1.20979612979311
2025-08-17,-0.0026437758845741953,1.2065976999599117,1.2065976999599117
2025-08-18,-0.0032523480449919073,1.2026734242893555,1.2026734242893555
2025-08-19,0.011110714903673664,1.2160359858288596,1.2160359858288596
2025-08-20,0.02534032713218273,1.2468507355142693,1.2468507355142693
2025-08-21,0.00462534599037967,1.2526178515643822,1.2526178515643822
2025-08-22,-0.014269203129249047,1.2347439929970865,1.2347439929970865
2025-08-23,0.012156576285919572,1.2497542525415364,1.2497542525415364
2025-08-24,0.011512043642217019,1.2641414780388407,1.2641414780388407
2025-08-25,0.04339134299324763,1.318994274504415,1.318994274504415
2025-08-26,-0.010503080208832154,1.3051407718443047,1.3051407718443047
2025-08-27,0.009744588471167074,1.3178588315628688,1.3178588315628688
2025-08-28,-0.008391223196388457,1.306800383965893,1.306800383965893
2025-08-29,0.03722059732522244,1.3554402748419336,1.3554402748419336
