run,run_dir,is_portfolio,asset,mode,task,signal_source,price,stop_loss,take_profit,trailing_stop,trailing_atr_mult,atr_window,stop_priority,cost_bps,slippage_bps,execution_delay,vol_target,vol_lookback,max_leverage,portfolio_weighting,weight_lookback,model,input,wavelet_kernel,wavelet_ar_p,long_only,uses_proba_signal,uses_stop_loss,uses_take_profit,uses_trailing_stop,uses_trailing_atr,uses_vol_target,uses_hmm,uses_fft,uses_wavelet,uses_dmd,uses_neural_net,m_start,m_end,m_n_bars,m_total_return,m_cagr,m_max_drawdown,m_ann_factor,m_sharpe,m_avg_bar_return,m_vol_bar,m_turnover_sum,m_n_position_changes,t_n_trades,t_n_wins,t_n_losses,t_n_breakeven,t_win_rate,t_win_loss_ratio,t_avg_win,t_avg_loss,t_profit_factor,t_expectancy,t_median_trade_return
bt_crypto_5y_BTC-USD_mlp_baseline,bt_crypto_5y_BTC-USD_mlp_baseline,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,False,False,False,False,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.07568234439078236,-0.03940536806054484,-0.32129297527781864,365.76083916083917,-0.09214947184298307,-5.183443194960223e-05,0.01075781559747948,1.0,1,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_mlp_dmd,bt_crypto_5y_BTC-USD_mlp_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,False,False,True,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_mlp_fft,bt_crypto_5y_BTC-USD_mlp_fft,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,True,False,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_hmm,bt_crypto_5y_BTC-USD_mlp_hmm,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,False,False,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_hmm_fft_dmd,bt_crypto_5y_BTC-USD_mlp_hmm_fft_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,True,False,True,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_mlp_hmm_wavelet_dmd,bt_crypto_5y_BTC-USD_mlp_hmm_wavelet_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,False,True,True,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_mlp_proba_hmm_fft,bt_crypto_5y_BTC-USD_mlp_proba_hmm_fft,False,BTC-USD,long_short,classification,proba,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,True,False,False,False,False,True,True,True,False,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_proba_hmm_wavelet,bt_crypto_5y_BTC-USD_mlp_proba_hmm_wavelet,False,BTC-USD,long_short,classification,proba,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,True,False,False,False,False,True,True,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.007853219012526225,0.0040040561939311825,-0.04615673006192933,365.76083916083917,0.13051546054379515,1.2639773409194012e-05,0.0018521490400470633,12.4776422141201,100,81,34,47,0,0.41975308641975306,0.723404255319149,0.01501498073965147,-0.014424048586278639,0.7530410685756899,-0.0020669251655178523,-0.003116761083539421
bt_crypto_5y_BTC-USD_mlp_stops,bt_crypto_5y_BTC-USD_mlp_stops,False,BTC-USD,long_short,classification,predict,,0.01,0.02,,,,,5.0,0.0,1,,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,True,True,False,False,False,False,False,False,False,True,2024-02-02 00:00:00,2026-01-16 00:00:00,715,-0.19237827741319058,-0.10353813580009885,-0.25265074844857993,365.76155462184875,-0.7531195965129122,-0.00027453889822635826,0.006971704411517537,352.0,94,176,58,118,0,0.32954545454545453,0.4915254237288136,0.020000000000000018,-0.01000000000000001,0.9830508474576269,-0.00011363636363636627,-0.010000000000000009
bt_crypto_5y_BTC-USD_mlp_voltarget,bt_crypto_5y_BTC-USD_mlp_voltarget,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,False,False,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_wavelet,bt_crypto_5y_BTC-USD_mlp_wavelet,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.007853219012526225,0.0040040561939311825,-0.04615673006192933,365.76083916083917,0.13051546054379515,1.2639773409194012e-05,0.0018521490400470633,12.4776422141201,100,81,34,47,0,0.41975308641975306,0.723404255319149,0.01501498073965147,-0.014424048586278639,0.7530410685756899,-0.0020669251655178523,-0.003116761083539421
bt_crypto_5y_BTC-USD_mlp_wv_cwt_morlet,bt_crypto_5y_BTC-USD_mlp_wv_cwt_morlet,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_morlet,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_wv_cwt_morlet_ar5,bt_crypto_5y_BTC-USD_mlp_wv_cwt_morlet_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_morlet,5.0,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.004196548859904947,0.00214156572638613,-0.08710944037863799,365.76083916083917,0.06566578456361968,1.0763115751172693e-05,0.003134710769450057,3.887860313516231,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.013600624427961752,-0.01367016974981622,0.9712242261657575,-0.00019905455356445078,-0.00013605960970830555
bt_crypto_5y_BTC-USD_mlp_wv_cwt_ricker,bt_crypto_5y_BTC-USD_mlp_wv_cwt_ricker,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_ricker,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.02776504732205698,0.01408846148815801,-0.03480068820857152,365.76083916083917,0.29866588524647425,4.1839062355836556e-05,0.0026791370295785465,8.31992798700165,208,200,101,99,0,0.505,1.02020202020202,0.013364330900485636,-0.012280917267094175,1.1102035040864489,0.000669933057533631,0.00023931063119142504
bt_crypto_5y_BTC-USD_mlp_wv_cwt_ricker_ar5,bt_crypto_5y_BTC-USD_mlp_wv_cwt_ricker_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_ricker,5.0,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.03193852012655429,0.016189979379231945,-0.038982213779766406,365.76083916083917,0.33495189300464717,4.760422959525091e-05,0.0027180766962761906,7.278875954771053,211,203,102,101,0,0.5024630541871922,1.00990099009901,0.013073869928730657,-0.012677448774526666,1.0414803814455744,0.0002616374704597714,0.0001294365045581003
bt_crypto_5y_BTC-USD_mlp_wv_dwt_db2,bt_crypto_5y_BTC-USD_mlp_wv_dwt_db2,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db2,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_mlp_wv_dwt_db4,bt_crypto_5y_BTC-USD_mlp_wv_dwt_db4,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db4,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.008921614094377972,0.004547608931201985,-0.026312615582656518,365.76083916083917,0.20120984020703714,1.318958641087376e-05,0.0012536622938631894,8.220255943275845,46,34,14,20,0,0.4117647058823529,0.7,0.015327790689724658,-0.013159343986077982,0.8153486597932663,-0.0014293473548651298,-0.0024523090274908843
bt_crypto_5y_BTC-USD_mlp_wv_dwt_db6,bt_crypto_5y_BTC-USD_mlp_wv_dwt_db6,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db6,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0036173751300643264,0.0018462648982893182,-0.02898693125066687,365.76083916083917,0.074665023568712,6.377993356388922e-06,0.0016336742305007896,13.450860863244248,90,68,31,37,0,0.45588235294117646,0.8378378378378378,0.013879765278047322,-0.018093013088618003,0.6427338814877362,-0.0035171876567558704,-0.0012662401422913194
bt_crypto_5y_BTC-USD_mlp_wv_dwt_db8,bt_crypto_5y_BTC-USD_mlp_wv_dwt_db8,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.007853219012526225,0.0040040561939311825,-0.04615673006192933,365.76083916083917,0.13051546054379515,1.2639773409194012e-05,0.0018521490400470633,12.4776422141201,100,81,34,47,0,0.41975308641975306,0.723404255319149,0.01501498073965147,-0.014424048586278639,0.7530410685756899,-0.0020669251655178523,-0.003116761083539421
bt_crypto_5y_BTC-USD_mlp_wv_dwt_db8_ar5,bt_crypto_5y_BTC-USD_mlp_wv_dwt_db8_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,mlp,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,5.0,False,False,False,False,False,False,True,False,False,True,False,True,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.006144930681972971,0.0031343677652801993,-0.04808885947938679,365.76083916083917,0.1058512732137448,1.028018667138474e-05,0.0018573917711153744,13.124948215581526,104,84,34,50,0,0.40476190476190477,0.68,0.015675066316988524,-0.014078419572225427,0.7571194366575681,-0.002035341950400733,-0.0033338338268780188
bt_crypto_5y_BTC-USD_rf_baseline,bt_crypto_5y_BTC-USD_rf_baseline,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,False,False,False,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.042250727900804974,-0.02181116641434322,-0.2112788857716661,365.76083916083917,-0.004491203866652358,-2.528271931327832e-06,0.010766129925053386,35.0,18,17,10,7,0,0.5882352941176471,1.4285714285714286,0.029780652021522837,-0.023709213991308813,1.7943989462396746,0.007755413075062745,0.0040391580321949005
bt_crypto_5y_BTC-USD_rf_dmd,bt_crypto_5y_BTC-USD_rf_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,False,False,True,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_rf_fft,bt_crypto_5y_BTC-USD_rf_fft,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,True,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.025550751415640005,-0.013134942437807218,-0.06856167952808445,365.76083916083917,-0.1904808675944273,-3.12339770300275e-05,0.0031359889853286634,13.32054393785532,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.014257198982274179,-0.013029227922987423,1.0681939057258778,0.000449609463949031,-0.00025587856069964054
bt_crypto_5y_BTC-USD_rf_hmm,bt_crypto_5y_BTC-USD_rf_hmm,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,False,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.025550751415640005,-0.013134942437807218,-0.06856167952808445,365.76083916083917,-0.1904808675944273,-3.12339770300275e-05,0.0031359889853286634,13.32054393785532,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.014257198982274179,-0.013029227922987423,1.0681939057258778,0.000449609463949031,-0.00025587856069964054
bt_crypto_5y_BTC-USD_rf_hmm_fft_dmd,bt_crypto_5y_BTC-USD_rf_hmm_fft_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,True,False,True,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_rf_hmm_wavelet_dmd,bt_crypto_5y_BTC-USD_rf_hmm_wavelet_dmd,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,True,False,True,True,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_rf_proba_hmm_fft,bt_crypto_5y_BTC-USD_rf_proba_hmm_fft,False,BTC-USD,long_short,classification,proba,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,True,False,False,False,False,True,True,True,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.04537233264863283,0.022926388590310376,-0.04292791062642687,365.76083916083917,0.5498990195334745,6.448746310826159e-05,0.002242802077180396,22.48148469731651,142,110,55,55,0,0.5,1.0,0.013536215655773589,-0.012479495986222411,1.0846764701649663,0.0005283598347755886,0.00013189840906790984
bt_crypto_5y_BTC-USD_rf_proba_hmm_wavelet,bt_crypto_5y_BTC-USD_rf_proba_hmm_wavelet,False,BTC-USD,long_short,classification,proba,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,True,False,False,False,False,True,True,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.04058248079671878,0.020529393325361855,-0.014812295154255417,365.76083916083917,1.0173719247942,5.6115789923133666e-05,0.0010548821280552388,8.007235899564433,36,23,16,7,0,0.6956521739130435,2.2857142857142856,0.014962116427572829,-0.015388687628508504,2.2223547640064902,0.005724915193113293,0.009186632322666588
bt_crypto_5y_BTC-USD_rf_stops,bt_crypto_5y_BTC-USD_rf_stops,False,BTC-USD,long_short,classification,predict,,0.01,0.02,,,,,5.0,0.0,1,,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,True,True,False,False,False,False,False,False,False,False,2024-02-02 00:00:00,2026-01-16 00:00:00,715,-0.25398762742821945,-0.13919923627149822,-0.3323913699333212,365.76155462184875,-1.0392748181398288,-0.00038473554893775157,0.007079962203657379,362.0,100,181,58,123,0,0.32044198895027626,0.4715447154471545,0.019414808599526906,-0.009923528938259693,0.9225498765089913,-0.0005222937051568046,-0.00990099009900991
bt_crypto_5y_BTC-USD_rf_voltarget,bt_crypto_5y_BTC-USD_rf_voltarget,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,False,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.025550751415640005,-0.013134942437807218,-0.06856167952808445,365.76083916083917,-0.1904808675944273,-3.12339770300275e-05,0.0031359889853286634,13.32054393785532,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.014257198982274179,-0.013029227922987423,1.0681939057258778,0.000449609463949031,-0.00025587856069964054
bt_crypto_5y_BTC-USD_rf_wavelet,bt_crypto_5y_BTC-USD_rf_wavelet,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.004348542903328423,-0.002223773738642576,-0.0483822628452647,365.76083916083917,-0.04484441344666504,-4.359478576052396e-06,0.0018591943990194917,16.40014138752666,100,81,46,35,0,0.5679012345679012,1.3142857142857143,0.014913796601669882,-0.014354428143612326,1.3655012671514843,0.0022670328228442367,0.003116761083539421
bt_crypto_5y_BTC-USD_rf_wv_cwt_morlet,bt_crypto_5y_BTC-USD_rf_wv_cwt_morlet,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_morlet,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.025550751415640005,-0.013134942437807218,-0.06856167952808445,365.76083916083917,-0.1904808675944273,-3.12339770300275e-05,0.0031359889853286634,13.32054393785532,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.014257198982274179,-0.013029227922987423,1.0681939057258778,0.000449609463949031,-0.00025587856069964054
bt_crypto_5y_BTC-USD_rf_wv_cwt_morlet_ar5,bt_crypto_5y_BTC-USD_rf_wv_cwt_morlet_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_morlet,5.0,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.025550751415640005,-0.013134942437807218,-0.06856167952808445,365.76083916083917,-0.1904808675944273,-3.12339770300275e-05,0.0031359889853286634,13.32054393785532,250,249,123,126,0,0.4939759036144578,0.9761904761904762,0.014257198982274179,-0.013029227922987423,1.0681939057258778,0.000449609463949031,-0.00025587856069964054
bt_crypto_5y_BTC-USD_rf_wv_cwt_ricker,bt_crypto_5y_BTC-USD_rf_wv_cwt_ricker,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_ricker,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.04464224163647479,-0.023059680405331573,-0.07376421784414311,365.76083916083917,-0.42986781817361114,-6.019587765940522e-05,0.002678122389798539,14.02120106498202,208,200,99,101,0,0.495,0.9801980198019802,0.012942766211854738,-0.012715587875423302,0.9977103643112261,-1.4702602220672545e-05,-0.00019265753262887042
bt_crypto_5y_BTC-USD_rf_wv_cwt_ricker_ar5,bt_crypto_5y_BTC-USD_rf_wv_cwt_ricker_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,cwt_ricker,5.0,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.042797690380242615,-0.02209657909393925,-0.0739135320150579,365.76083916083917,-0.40423614061971463,-5.740066181993776e-05,0.0027156910652034114,12.980149032751424,211,203,98,105,0,0.4827586206896552,0.9333333333333333,0.012699816737022786,-0.013041666845042736,0.908868661400704,-0.0006147437364593812,-0.0005177698087401872
bt_crypto_5y_BTC-USD_rf_wv_dwt_db2,bt_crypto_5y_BTC-USD_rf_wv_dwt_db2,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db2,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.0,0.0,0.0,365.76083916083917,,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
bt_crypto_5y_BTC-USD_rf_wv_dwt_db4,bt_crypto_5y_BTC-USD_rf_wv_dwt_db4,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db4,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,0.01400009092334864,0.007127474610334028,-0.040896056521838475,365.76083916083917,0.307893865549358,2.0203587924769408e-05,0.001254948975651242,9.59262178543279,46,34,21,13,0,0.6176470588235294,1.6153846153846154,0.013145447499169068,-0.015517042453473415,1.3684923345524869,0.002186260164335178,0.003435654900106222
bt_crypto_5y_BTC-USD_rf_wv_dwt_db6,bt_crypto_5y_BTC-USD_rf_wv_dwt_db6,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db6,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.06397743867968075,-0.033210497409909556,-0.06726921112954953,365.76083916083917,-1.0672029932885234,-9.100536775944448e-05,0.001630867119674549,15.980583881032619,90,68,31,37,0,0.45588235294117646,0.8378378378378378,0.01831751001238932,-0.014374902635520655,1.0676317866272174,0.0005289913657324214,-0.0008751030501811252
bt_crypto_5y_BTC-USD_rf_wv_dwt_db8,bt_crypto_5y_BTC-USD_rf_wv_dwt_db8,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.004348542903328423,-0.002223773738642576,-0.0483822628452647,365.76083916083917,-0.04484441344666504,-4.359478576052396e-06,0.0018591943990194917,16.40014138752666,100,81,46,35,0,0.5679012345679012,1.3142857142857143,0.014913796601669882,-0.014354428143612326,1.3655012671514843,0.0022670328228442367,0.003116761083539421
bt_crypto_5y_BTC-USD_rf_wv_dwt_db8_ar5,bt_crypto_5y_BTC-USD_rf_wv_dwt_db8_ar5,False,BTC-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,rf,outputs_crypto_5y_1d\BTC-USD_5y_1d.csv,dwt_db8,5.0,False,False,False,False,False,False,True,False,False,True,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.0044896442088243615,-0.002296010137454174,-0.04721399169646756,365.76083916083917,-0.046666037478300025,-4.5484061880674615e-06,0.0018640472589706361,17.047447388988086,104,84,48,36,0,0.5714285714285714,1.3333333333333333,0.014766860122153962,-0.014668442986819193,1.3422792621705617,0.002151730218308325,0.002747078292974714
bt_crypto_5y_ETH-USD_hgb_baseline,bt_crypto_5y_ETH-USD_hgb_baseline,False,ETH-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,hgb,outputs_crypto_5y_1d\ETH-USD_5y_1d.csv,,,False,False,False,False,False,False,False,False,False,False,False,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,1.0464998412438646,0.4417068557121284,-0.3686336081373971,365.76083916083917,1.138289911620618,0.0012017918726404265,0.02019179732767758,123.0,64,61,29,32,0,0.47540983606557374,0.90625,0.04967783523159682,-0.04023977762191931,1.1188068334182628,0.0025079399641785237,-0.0006488272614471047
bt_crypto_5y_ETH-USD_hgb_dmd,bt_crypto_5y_ETH-USD_hgb_dmd,False,ETH-USD,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,hgb,outputs_crypto_5y_1d\ETH-USD_5y_1d.csv,,,False,False,False,False,False,False,True,False,False,False,True,False,2024-02-02 00:00:00,2026-01-17 00:00:00,716,-0.005168063168765169,-0.0026433946812707276,-0.005168063168765169,365.76083916083917,-0.7252348087353856,-7.218475743645601e-06,0.0001903555148703733,0.2868224812350028,2,1,1,0,0,1.0,inf,0.042422060987238,,inf,0.042422060987238,0.042422060987238
