fold,train_end,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,confusion_matrix,classification_report,labels
1,2025-09-25 00:00:00,2025-10-01 00:00:00,2025-10-20 00:00:00,74,20,0.4,0.4444444444444444,0.2763772175536881,"[[5, 0, 10], [1, 0, 1], [0, 0, 3]]","{'-1': {'precision': 0.8333333333333334, 'recall': 0.3333333333333333, 'f1-score': 0.47619047619047616, 'support': 15.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2.0}, '1': {'precision': 0.21428571428571427, 'recall': 1.0, 'f1-score': 0.35294117647058826, 'support': 3.0}, 'accuracy': 0.4, 'macro avg': {'precision': 0.34920634920634924, 'recall': 0.4444444444444444, 'f1-score': 0.2763772175536881, 'support': 20.0}, 'weighted avg': {'precision': 0.6571428571428571, 'recall': 0.4, 'f1-score': 0.41008403361344536, 'support': 20.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
2,2025-10-14 00:00:00,2025-10-20 00:00:00,2025-11-08 00:00:00,93,20,0.5,0.5952380952380952,0.5,"[[5, 0, 9], [0, 0, 0], [1, 0, 5]]","{'-1': {'precision': 0.8333333333333334, 'recall': 0.35714285714285715, 'f1-score': 0.5, 'support': 14.0}, '1': {'precision': 0.35714285714285715, 'recall': 0.8333333333333334, 'f1-score': 0.5, 'support': 6.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5, 'support': 20.0}, 'weighted avg': {'precision': 0.6904761904761905, 'recall': 0.5, 'f1-score': 0.5, 'support': 20.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
3,2025-11-02 00:00:00,2025-11-08 00:00:00,2025-11-27 00:00:00,112,20,0.45,0.6071428571428571,0.4373401534526854,"[[3, 0, 11], [0, 0, 0], [0, 0, 6]]","{'-1': {'precision': 1.0, 'recall': 0.21428571428571427, 'f1-score': 0.35294117647058826, 'support': 14.0}, '1': {'precision': 0.35294117647058826, 'recall': 1.0, 'f1-score': 0.5217391304347826, 'support': 6.0}, 'accuracy': 0.45, 'macro avg': {'precision': 0.6764705882352942, 'recall': 0.6071428571428571, 'f1-score': 0.4373401534526854, 'support': 20.0}, 'weighted avg': {'precision': 0.8058823529411765, 'recall': 0.45, 'f1-score': 0.40358056265984654, 'support': 20.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
4,2025-11-21 00:00:00,2025-11-27 00:00:00,2025-12-16 00:00:00,131,20,0.4,0.3333333333333333,0.19047619047619047,"[[8, 0, 0], [1, 0, 0], [11, 0, 0]]","{'-1': {'precision': 0.4, 'recall': 1.0, 'f1-score': 0.5714285714285714, 'support': 8.0}, '0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1.0}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 11.0}, 'accuracy': 0.4, 'macro avg': {'precision': 0.13333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.19047619047619047, 'support': 20.0}, 'weighted avg': {'precision': 0.16, 'recall': 0.4, 'f1-score': 0.22857142857142856, 'support': 20.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
5,2025-12-10 00:00:00,2025-12-16 00:00:00,2026-01-04 00:00:00,150,20,0.65,0.6041666666666667,0.6011396011396011,"[[3, 0, 5], [0, 0, 0], [2, 0, 10]]","{'-1': {'precision': 0.6, 'recall': 0.375, 'f1-score': 0.46153846153846156, 'support': 8.0}, '1': {'precision': 0.6666666666666666, 'recall': 0.8333333333333334, 'f1-score': 0.7407407407407407, 'support': 12.0}, 'accuracy': 0.65, 'macro avg': {'precision': 0.6333333333333333, 'recall': 0.6041666666666667, 'f1-score': 0.6011396011396011, 'support': 20.0}, 'weighted avg': {'precision': 0.64, 'recall': 0.65, 'f1-score': 0.6290598290598292, 'support': 20.0}}","{'-1': 'sell', '0': 'hold', '1': 'buy'}"
