Date,close,ret,signal,position,turnover,cost,strategy_ret,equity
2024-02-01,43075.2,,1,0.0,0.0,0.0,0.0,1.0
2024-02-02,43185.9,0.0025699242255405874,1,1.0,1.0,0.0005,0.0020699242255405874,1.0020699242255406
2024-02-03,42982.8,-0.004702923870985587,1,1.0,0.0,0.0,-0.004702923870985587,0.9973572656585036
2024-02-04,42591.4,-0.009105967968582762,1,1.0,0.0,0.0,-0.009105967968582762,0.988275362344184
2024-02-05,42650.0,0.001375864611165678,1,1.0,0.0,0.0,0.001375864611165678,0.9896350954413203
2024-02-06,43085.0,0.010199296600234442,-1,1.0,0.0,0.0,0.010199296600234442,0.9997286773057277
2024-02-07,44333.6,0.028979923407218333,-1,-1.0,2.0,0.001,-0.029979923407218334,0.9697568881321023
2024-02-08,45329.6,0.022466030279517213,-1,-1.0,0.0,0.0,-0.022466030279517213,0.9479703005195561
2024-02-09,47127.0,0.039651794853693856,-1,-1.0,0.0,0.0,-0.039651794853693856,0.9103815766359602
2024-02-10,47773.2,0.013711884906741245,-1,-1.0,0.0,0.0,-0.013711884906741245,0.8978985292359103
2024-02-11,48295.0,0.010922441871174637,-1,-1.0,0.0,0.0,-0.010922441871174637,0.8880912847441179
2024-02-12,49943.7,0.03413810953514851,-1,-1.0,0.0,0.0,-0.03413810953514851,0.8577735271883125
2024-02-13,49755.4,-0.0037702452962034005,1,-1.0,0.0,0.0,0.0037702452962034005,0.861007543794402
2024-02-14,51835.1,0.04179847815513482,-1,1.0,2.0,0.001,0.04079847815513482,0.8961353412613041
2024-02-15,51947.1,0.0021606980598087855,-1,-1.0,2.0,0.001,-0.0031606980598087855,0.8933029280268534
2024-02-16,52185.3,0.00458543402807865,-1,-1.0,0.0,0.0,-0.00458543402807865,0.8892067463832968
2024-02-17,51700.0,-0.009299553705737096,-1,-1.0,0.0,0.0,0.009299553705737096,0.8974759722767921
2024-02-18,52156.3,0.008825918762088936,-1,-1.0,0.0,0.0,-0.008825918762088936,0.8895549222545504
2024-02-19,51771.1,-0.007385493219419392,-1,-1.0,0.0,0.0,0.007385493219419392,0.8961247241011624
2024-02-20,52270.1,0.009638582143319363,-1,-1.0,0.0,0.0,-0.009638582143319363,0.887487352337254
2024-02-21,51866.9,-0.007713779005588228,-1,-1.0,0.0,0.0,0.007713779005588228,0.8943332336434382
2024-02-22,51300.1,-0.010927971403727699,0,-1.0,0.0,0.0,0.010927971403727699,0.9041064816460971
2024-02-23,50739.4,-0.010929803255744108,1,0.0,1.0,0.0005,-0.0005,0.9036544284052741
2024-02-24,51554.5,0.01606443907495958,-1,1.0,1.0,0.0005,0.01556443907495958,0.9177193027010054
2024-02-25,51733.8,0.0034778729305879885,1,-1.0,2.0,0.001,-0.0044778729305879885,0.9136098722775625
2024-02-26,54525.4,0.05396085344590951,-1,1.0,2.0,0.001,0.052960853445909506,0.9619954308299907
2024-02-27,57072.6,0.046715842524768236,-1,-1.0,2.0,0.001,-0.04771584252476824,0.9160930083429604
2024-02-28,62487.8,0.09488265822829178,-1,-1.0,0.0,0.0,-0.09488265822829178,0.8291716685270276
2024-02-29,61180.9,-0.020914482506985355,-1,-1.0,0.0,0.0,0.020914482506985355,0.846513364883724
2024-03-01,62434.3,0.020486785908674143,-1,-1.0,0.0,0.0,-0.020486785908674143,0.8291710268085197
2024-03-02,62033.7,-0.006416344861718715,-1,-1.0,0.0,0.0,0.006416344861718715,0.8344912740658686
2024-03-03,63178.2,0.018449649142320945,-1,-1.0,0.0,0.0,-0.018449649142320945,0.819095202847025
2024-03-04,68323.1,0.08143473539923596,-1,-1.0,0.0,0.0,-0.08143473539923596,0.752392401736394
2024-03-05,63802.3,-0.06616795783563689,-1,-1.0,0.0,0.0,0.06616795783563689,0.8021766704503412
2024-03-06,66098.9,0.035995567557909114,-1,-1.0,0.0,0.0,-0.035995567557909114,0.7733018659157674
2024-03-07,66936.5,0.012671920410173287,-1,-1.0,0.0,0.0,-0.012671920410173287,0.7635026462178444
2024-03-08,68333.0,0.0208630567776924,-1,-1.0,0.0,0.0,-0.0208630567776924,0.7475736471598831
2024-03-09,68459.1,0.0018453748554871918,-1,-1.0,0.0,0.0,-0.0018453748554871918,0.7461940935487894
2024-03-10,69040.1,0.008486819137265789,-1,-1.0,0.0,0.0,-0.008486819137265789,0.7398612792355448
2024-03-11,72100.0,0.04432061946607835,-1,-1.0,0.0,0.0,-0.04432061946607835,0.7070701690208603
2024-03-12,71484.7,-0.008533980582524303,-1,-1.0,0.0,0.0,0.008533980582524303,0.7131042921137666
2024-03-13,73082.4,0.022350237183621058,-1,-1.0,0.0,0.0,-0.022350237183621058,0.6971662420483657
2024-03-14,71371.2,-0.02341466618501853,-1,-1.0,0.0,0.0,0.02341466618501853,0.7134901568813921
2024-03-15,69488.8,-0.026374784226690817,-1,-1.0,0.0,0.0,0.026374784226690817,0.7323083058170066
2024-03-16,65249.6,-0.061005514557741725,-1,-1.0,0.0,0.0,0.061005514557741725,0.7769831508282812
2024-03-17,68355.6,0.04760182437900018,-1,-1.0,0.0,0.0,-0.04760182437900018,0.7399973353371111
2024-03-18,67600.0,-0.011053959002627511,-1,-1.0,0.0,0.0,0.011053959002627511,0.7481772355439811
2024-03-19,61908.4,-0.08419526627218932,-1,-1.0,0.0,0.0,0.08419526627218932,0.8111702171093972
2024-03-20,67866.0,0.09623249833625169,-1,-1.0,0.0,0.0,-0.09623249833625169,0.7331092805410002
2024-03-21,65499.9,-0.03486429139775438,-1,-1.0,0.0,0.0,0.03486429139775438,0.7586686161241797
2024-03-22,63810.1,-0.025798512669485074,-1,-1.0,0.0,0.0,0.025798512669485074,0.7782411380292
2024-03-23,64034.5,0.0035166846627727733,1,-1.0,0.0,0.0,-0.0035166846627727733,0.7755043093551539
