run,run_dir,is_portfolio,asset,mode,task,signal_source,price,stop_loss,take_profit,trailing_stop,trailing_atr_mult,atr_window,stop_priority,cost_bps,slippage_bps,execution_delay,vol_target,vol_lookback,max_leverage,portfolio_weighting,weight_lookback,model,input,long_only,uses_proba_signal,uses_stop_loss,uses_take_profit,uses_trailing_stop,uses_trailing_atr,uses_vol_target,uses_hmm,uses_fft,uses_dmd,uses_neural_net,m_start,m_end,m_n_bars,m_total_return,m_cagr,m_max_drawdown,m_ann_factor,m_sharpe,m_avg_bar_return,m_vol_bar,m_turnover_sum,m_n_position_changes,t_n_trades,t_n_wins,t_n_losses,t_n_breakeven,t_win_rate,t_win_loss_ratio,t_avg_win,t_avg_loss,t_profit_factor,t_expectancy,t_median_trade_return
bt_eurusd_rescore_EURUSD=X_hgb_baseline,bt_eurusd_rescore_EURUSD=X_hgb_baseline,False,EURUSD=X,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,hgb,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,False,False,False,False,False,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.006428841041246081,0.0012904288540485087,-0.07582768727089428,258.99545454545455,0.051618406498970155,8.433971951489599e-06,0.0026295027541713154,125.0,78.0,62,38.0,24.0,0.0,0.6129032258064516,1.5833333333333333,0.006734170051060462,-0.004307323401226725,2.475420329744083,0.0024600435534009053,0.0017106471147834146
bt_eurusd_rescore_EURUSD=X_hgb_stops,bt_eurusd_rescore_EURUSD=X_hgb_stops,False,EURUSD=X,long_short,classification,predict,,0.01,0.02,,,,,5.0,0.0,1,,,,,,hgb,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,True,True,False,False,False,False,False,False,False,2021-01-25 00:00:00,2026-01-13 00:00:00,1286,-0.01654160988198916,-0.0033528845362044146,-0.08268550451142898,258.93687982359427,-0.0628605453533711,-9.81622619134799e-06,0.0025128315016433546,179.0,129.0,89,45.0,44.0,0.0,0.5056179775280899,1.0227272727272727,0.008270411658442662,-0.006897515720641143,1.2262930455466472,0.0007716610440641515,0.000336454347951598
bt_eurusd_rescore_EURUSD=X_mlp_baseline,bt_eurusd_rescore_EURUSD=X_mlp_baseline,False,EURUSD=X,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,mlp,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,False,False,False,False,False,False,False,False,True,2021-01-25 00:00:00,2026-01-14 00:00:00,1287,0.0029375559086908254,0.0005904604576487671,-0.0627298489803304,258.99545454545455,0.03516886355286772,5.810736752140124e-06,0.002659003671896294,29.0,15.0,14,5.0,9.0,0.0,0.35714285714285715,0.5555555555555556,0.028951339927554075,-0.01206770548361079,1.3328198769330182,0.002581953591805234,-0.003900395299482662
bt_eurusd_rescore_EURUSD=X_mlp_stops,bt_eurusd_rescore_EURUSD=X_mlp_stops,False,EURUSD=X,long_short,classification,predict,,0.01,0.02,,,,,5.0,0.0,1,,,,,,mlp,outputs_eurusd_5y_1d\EURUSD=X_5y_1d.csv,False,False,True,True,False,False,False,False,False,False,True,2021-01-25 00:00:00,2026-01-13 00:00:00,1286,-0.01557990024009237,-0.0031567234699675373,-0.06711821113520955,258.93687982359427,-0.05757902793598754,-9.030058774936332e-06,0.0025236156010790493,99.0,82.0,49,17.0,32.0,0.0,0.3469387755102041,0.53125,0.017585340641028548,-0.00840456049128463,1.1115646350852153,0.0006123439831913712,-0.009900990099009799
bt_smoke_multi_rescore_5y,bt_smoke_multi_rescore_5y,True,,long_short,classification,predict,close,,,,,14.0,conservative,5.0,0.0,1,,20.0,3.0,equal,60.0,smoke_ml_multi_alloc_smoke\model.joblib,,False,False,False,False,False,False,False,False,False,False,False,2021-01-25 00:00:00,2026-01-21 00:00:00,1503,0.9685495266515336,0.14542456904485768,-0.3390489085112325,301.3011800219539,0.7698856421972006,0.0005193283875349496,0.01170890435637705,,,506,,,,0.5971469344018364,,,,1.4481785180982234,,
