run,run_dir,is_portfolio,asset,mode,task,signal_source,price,stop_loss,take_profit,trailing_stop,trailing_atr_mult,atr_window,stop_priority,cost_bps,slippage_bps,execution_delay,vol_target,vol_lookback,max_leverage,portfolio_weighting,weight_lookback,model,input,long_only,uses_proba_signal,uses_stop_loss,uses_take_profit,uses_trailing_stop,uses_trailing_atr,uses_vol_target,uses_hmm,uses_fft,uses_dmd,uses_neural_net,m_start,m_end,m_n_bars,m_total_return,m_cagr,m_max_drawdown,m_ann_factor,m_sharpe,m_avg_bar_return,m_vol_bar,m_turnover_sum,m_n_position_changes,t_n_trades,t_n_wins,t_n_losses,t_n_breakeven,t_win_rate,t_win_loss_ratio,t_avg_win,t_avg_loss,t_profit_factor,t_expectancy,t_median_trade_return
bt_eurusd_hmmcmp_EURUSD=X_hgb_baseline,bt_eurusd_hmmcmp_EURUSD=X_hgb_baseline,False,EURUSD=X,long_short,classification,predict,,,,,,,,5.0,0.0,1,,,,,,hgb,outputs_eurusd_1y_1d\EURUSD=X_1y_1d.csv,False,False,False,False,False,False,False,False,False,False,False,2025-01-22 00:00:00,2026-01-14 00:00:00,254,-0.030287898815645753,-0.03097687600038246,-0.03340443645340918,259.8697478991597,-1.3980302495543233,-0.00012011968995729589,0.0013850820359850484,13.0,11,6,3,3,0,0.5,1.0,0.0033137180176398737,-0.0018406872829251908,1.8002612656582089,0.0007365153673573414,0.0004946067970613699
bt_eurusd_hmmcmp_EURUSD=X_hgb_hmm,bt_eurusd_hmmcmp_EURUSD=X_hgb_hmm,False,EURUSD=X,long_short,classification,predict,,,,,,,,5.0,0.0,1,0.1,,,,,hgb,outputs_eurusd_1y_1d\EURUSD=X_1y_1d.csv,False,False,False,False,False,False,True,True,False,False,False,2025-01-22 00:00:00,2026-01-14 00:00:00,254,-0.08289786284570522,-0.0847300432808713,-0.08289786284570522,259.8697478991597,-2.6246575256041216,-0.0003384727969111484,0.0020788779340050216,166.12580262600628,70,35,13,22,0,0.37142857142857144,0.5909090909090909,0.0019644215140853707,-0.0021318985808098452,0.5444886269446715,-0.0006104082598487651,-0.0007814713990055289
